id,variety,is_default,unique_name,display_name,description,is_battle_only,is_mega,height,weight,primary_type,secondary_type,primary_ability,secondary_ability,hidden_ability,base_hp,base_attack,base_defense,base_special_attack,base_special_defense,base_speed,experience_yield,hp_yield,attack_yield,defense_yield,special_attack_yield,special_defense_yield,speed_yield,default_sprite,default_shiny_sprite,alternative_sprite,alternative_shiny_sprite,url,notes
c4551cd7-3ffc-4014-b439-f810d320aba0,rattata,TRUE,rattata,Rattata,,FALSE,FALSE,3,35,Normal,,run-away,guts,hustle,30,56,35,25,35,72,51,0,0,0,0,0,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/19.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/19.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/19.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/19.png,https://bulbapedia.bulbagarden.net/wiki/Rattata_(Pokémon),
0c860316-d716-4146-9207-0053e631a304,raticate,TRUE,raticate,Raticate,,FALSE,FALSE,7,185,Normal,,run-away,guts,hustle,55,81,60,50,70,97,145,0,0,0,0,0,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/20.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/20.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/20.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/20.png,https://bulbapedia.bulbagarden.net/wiki/Raticate_(Pokémon),
1dd78119-19f4-4c2f-96b1-d5435c777842,spearow,TRUE,spearow,Spearow,,FALSE,FALSE,3,20,Normal,Flying,keen-eye,,sniper,40,60,30,31,31,70,52,0,0,0,0,0,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/21.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/21.png,,,https://bulbapedia.bulbagarden.net/wiki/Spearow_(Pokémon),
75719c03-5b96-465a-8ce2-92c5dc9b6c5f,fearow,TRUE,fearow,Fearow,,FALSE,FALSE,12,380,Normal,Flying,keen-eye,,sniper,65,90,65,61,61,100,155,0,0,0,0,0,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/22.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/22.png,,,https://bulbapedia.bulbagarden.net/wiki/Fearow_(Pokémon),
7ded5b89-03fd-48a8-b5a1-6519d5a63553,ekans,TRUE,ekans,Ekans,,FALSE,FALSE,20,69,Poison,,intimidate,shed-skin,unnerve,35,60,44,40,54,55,58,0,1,0,0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/23.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/23.png,,,https://bulbapedia.bulbagarden.net/wiki/Ekans_(Pokémon),
fd2ad0c2-9ae7-4a6d-aff5-ced13ed7880a,arbok,TRUE,arbok,Arbok,,FALSE,FALSE,35,650,Poison,,intimidate,shed-skin,unnerve,60,95,69,65,79,80,157,0,2,0,0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/24.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/24.png,,,https://bulbapedia.bulbagarden.net/wiki/Arbok_(Pokémon),
f97f4559-d745-42a8-93d4-2e33174bb94a,pikachu,TRUE,pikachu,Pikachu,,FALSE,FALSE,4,60,Electric,,static,,lightning-rod,35,55,40,50,50,90,112,0,0,0,0,0,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/25.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/25.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/25.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/25.png,https://bulbapedia.bulbagarden.net/wiki/Pikachu_(Pokémon),
66ac007a-dbde-445e-bd18-a812a6b850b7,raichu,TRUE,raichu,Raichu,,FALSE,FALSE,8,300,Electric,,static,,lightning-rod,60,90,55,90,80,110,218,0,0,0,0,0,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/26.png,https://bulbapedia.bulbagarden.net/wiki/Raichu_(Pokémon),
3fb91f8e-b938-458f-b67f-311f0e0b2af9,sandshrew,TRUE,sandshrew,Sandshrew,,FALSE,FALSE,6,120,Ground,,sand-veil,,sand-rush,50,75,85,20,30,40,60,0,0,1,0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/27.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/27.png,,,https://bulbapedia.bulbagarden.net/wiki/Sandshrew_(Pokémon),
933fdd21-11dc-4a91-b486-b87681667dd8,sandslash,TRUE,sandslash,Sandslash,,FALSE,FALSE,10,295,Ground,,sand-veil,,sand-rush,75,100,110,45,55,65,158,0,0,2,0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/28.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/28.png,,,https://bulbapedia.bulbagarden.net/wiki/Sandslash_(Pokémon),
e1dcce77-a10d-423f-b963-5d56beccbd9f,nidoran-f,TRUE,nidoran-f,Nidoran♀,,FALSE,FALSE,4,70,Poison,,poison-point,rivalry,hustle,55,47,52,40,40,41,55,1,0,0,0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/29.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/29.png,,,https://bulbapedia.bulbagarden.net/wiki/Nidoran♀_(Pokémon),
c28620cd-1435-4897-a226-4b0b257e3499,nidorina,TRUE,nidorina,Nidorina,,FALSE,FALSE,8,200,Poison,,poison-point,rivalry,hustle,70,62,67,55,55,56,128,2,0,0,0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/30.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/30.png,,,https://bulbapedia.bulbagarden.net/wiki/Nidorina_(Pokémon),
1602338e-522a-4af2-8b18-5a7992f15f13,nidoqueen,TRUE,nidoqueen,Nidoqueen,,FALSE,FALSE,13,600,Poison,Ground,poison-point,rivalry,sheer-force,90,92,87,75,85,76,227,3,0,0,0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/31.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/31.png,,,https://bulbapedia.bulbagarden.net/wiki/Nidoqueen_(Pokémon),
73bd173d-4c60-4988-961f-4c004076ce67,nidoran-m,TRUE,nidoran-m,Nidoran♂,,FALSE,FALSE,5,90,Poison,,poison-point,rivalry,hustle,46,57,40,40,40,50,55,0,1,0,0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/32.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/32.png,,,https://bulbapedia.bulbagarden.net/wiki/Nidoran♂_(Pokémon),
3366a0ea-5295-46f7-916f-834802121477,nidorino,TRUE,nidorino,Nidorino,,FALSE,FALSE,9,195,Poison,,poison-point,rivalry,hustle,61,72,57,55,55,65,128,0,2,0,0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/33.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/33.png,,,https://bulbapedia.bulbagarden.net/wiki/Nidorino_(Pokémon),
afd30b31-2560-4ebb-af56-a93314c97db0,nidoking,TRUE,nidoking,Nidoking,,FALSE,FALSE,14,620,Poison,Ground,poison-point,rivalry,sheer-force,81,102,77,85,75,85,227,0,3,0,0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/34.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/34.png,,,https://bulbapedia.bulbagarden.net/wiki/Nidoking_(Pokémon),
78f708d9-4468-4b71-8914-dfa668bf5777,clefairy,TRUE,clefairy,Clefairy,,FALSE,FALSE,6,75,Fairy,,cute-charm,magic-guard,friend-guard,70,45,48,60,65,35,113,2,0,0,0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/35.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/35.png,,,https://bulbapedia.bulbagarden.net/wiki/Clefairy_(Pokémon),
dcb1b21e-31d7-4e6e-b230-e6dd3bb8ae16,clefable,TRUE,clefable,Clefable,,FALSE,FALSE,13,400,Fairy,,cute-charm,magic-guard,unaware,95,70,73,95,90,60,217,3,0,0,0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/36.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/36.png,,,https://bulbapedia.bulbagarden.net/wiki/Clefable_(Pokémon),
3d7c3bd1-c656-4f2c-91ba-98a729400946,vulpix,TRUE,vulpix,Vulpix,,FALSE,FALSE,6,99,Fire,,flash-fire,,drought,38,41,40,50,65,65,60,0,0,0,0,0,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/37.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/37.png,,,https://bulbapedia.bulbagarden.net/wiki/Vulpix_(Pokémon),
148ce12c-b555-492c-8376-47281e94b4eb,ninetales,TRUE,ninetales,Ninetales,,FALSE,FALSE,11,199,Fire,,flash-fire,,drought,73,76,75,81,100,100,177,0,0,0,0,1,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/38.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/38.png,,,https://bulbapedia.bulbagarden.net/wiki/Ninetales_(Pokémon),
614fa72f-ffda-4df8-8429-d674348c315f,jigglypuff,TRUE,jigglypuff,Jigglypuff,,FALSE,FALSE,5,55,Normal,Fairy,cute-charm,competitive,friend-guard,115,45,20,45,25,20,95,2,0,0,0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/39.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/39.png,,,https://bulbapedia.bulbagarden.net/wiki/Jigglypuff_(Pokémon),
619f7aff-6431-4bb7-a4b3-a2819ad5e717,wigglytuff,TRUE,wigglytuff,Wigglytuff,,FALSE,FALSE,10,120,Normal,Fairy,cute-charm,competitive,frisk,140,70,45,85,50,45,196,3,0,0,0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/40.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/40.png,,,https://bulbapedia.bulbagarden.net/wiki/Wigglytuff_(Pokémon),
b7b38076-f463-4c77-8394-0c3e54384432,zubat,TRUE,zubat,Zubat,,FALSE,FALSE,8,75,Poison,Flying,inner-focus,,infiltrator,40,45,35,30,40,55,49,0,0,0,0,0,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/41.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/41.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/41.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/41.png,https://bulbapedia.bulbagarden.net/wiki/Zubat_(Pokémon),
8fc25877-a660-4cad-9644-2d461b5c0522,golbat,TRUE,golbat,Golbat,,FALSE,FALSE,16,550,Poison,Flying,inner-focus,,infiltrator,75,80,70,65,75,90,159,0,0,0,0,0,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/42.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/42.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/42.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/42.png,https://bulbapedia.bulbagarden.net/wiki/Golbat_(Pokémon),
e22f1261-b60e-498a-ab2e-43ccaedff8d2,oddish,TRUE,oddish,Oddish,,FALSE,FALSE,5,54,Grass,Poison,chlorophyll,,run-away,45,50,55,75,65,30,64,0,0,0,1,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/43.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/43.png,,,https://bulbapedia.bulbagarden.net/wiki/Oddish_(Pokémon),
951c6e09-d95a-4409-8b1e-70d1ad4803d1,gloom,TRUE,gloom,Gloom,,FALSE,FALSE,8,86,Grass,Poison,chlorophyll,,stench,60,65,70,85,75,40,138,0,0,0,2,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/44.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/44.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/44.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/44.png,https://bulbapedia.bulbagarden.net/wiki/Gloom_(Pokémon),
6e2a9127-e943-438a-b122-ef7f29dcd346,vileplume,TRUE,vileplume,Vileplume,,FALSE,FALSE,12,186,Grass,Poison,chlorophyll,,effect-spore,75,80,85,110,90,50,221,0,0,0,3,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/45.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/45.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/45.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/45.png,https://bulbapedia.bulbagarden.net/wiki/Vileplume_(Pokémon),
e5922358-0303-4bba-ad87-8ac03efbc3b2,paras,TRUE,paras,Paras,,FALSE,FALSE,3,54,Bug,Grass,effect-spore,dry-skin,damp,35,70,55,45,55,25,57,0,1,0,0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/46.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/46.png,,,https://bulbapedia.bulbagarden.net/wiki/Paras_(Pokémon),
6da5bb83-bae1-4d44-9cc2-410f8c97b5f1,parasect,TRUE,parasect,Parasect,,FALSE,FALSE,10,295,Bug,Grass,effect-spore,dry-skin,damp,60,95,80,60,80,30,142,0,2,1,0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/47.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/47.png,,,https://bulbapedia.bulbagarden.net/wiki/Parasect_(Pokémon),
600e379a-b5b0-4c07-b90f-64b3c8706c86,venonat,TRUE,venonat,Venonat,,FALSE,FALSE,10,300,Bug,Poison,compound-eyes,tinted-lens,run-away,60,55,50,40,55,45,61,0,0,0,0,1,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/48.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/48.png,,,https://bulbapedia.bulbagarden.net/wiki/Venonat_(Pokémon),
06c56a23-0725-4224-a8a0-37ab9f015f35,venomoth,TRUE,venomoth,Venomoth,,FALSE,FALSE,15,125,Bug,Poison,shield-dust,tinted-lens,wonder-skin,70,65,60,90,75,90,158,0,0,0,1,0,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/49.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/49.png,,,https://bulbapedia.bulbagarden.net/wiki/Venomoth_(Pokémon),
d92213e1-a12c-4b16-bf0e-66bc1890f2ed,diglett,TRUE,diglett,Diglett,,FALSE,FALSE,2,8,Ground,,sand-veil,arena-trap,sand-force,10,55,25,35,45,95,53,0,0,0,0,0,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/50.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/50.png,,,https://bulbapedia.bulbagarden.net/wiki/Diglett_(Pokémon),
ca130d4d-d7d7-45d7-ac3d-084dac45a985,dugtrio,TRUE,dugtrio,Dugtrio,,FALSE,FALSE,7,333,Ground,,sand-veil,arena-trap,sand-force,35,100,50,50,70,120,149,0,0,0,0,0,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/51.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/51.png,,,https://bulbapedia.bulbagarden.net/wiki/Dugtrio_(Pokémon),
f8e908ae-c6c5-48f0-b4aa-bf5678d319bd,meowth,TRUE,meowth,Meowth,,FALSE,FALSE,4,42,Normal,,pickup,technician,unnerve,40,45,35,40,40,90,58,0,0,0,0,0,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/52.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/52.png,,,https://bulbapedia.bulbagarden.net/wiki/Meowth_(Pokémon),
815c6ad5-cbfc-44cf-82ad-6bb87cd8eca7,persian,TRUE,persian,Persian,,FALSE,FALSE,10,320,Normal,,limber,technician,unnerve,65,70,60,65,65,115,154,0,0,0,0,0,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/53.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/53.png,,,https://bulbapedia.bulbagarden.net/wiki/Persian_(Pokémon),
