id,unique_name,display_name,description,url,notes
f8476205-0084-467a-930a-9cfef7f02844,shed-skin,Shed Skin,The Pokémon may cure its own status conditions by shedding its skin.,https://bulbapedia.bulbagarden.net/wiki/Shed_Skin_(Ability),"Shed Skin has a 1/3 chance of curing the Pokémon of a non-volatile status condition at the end of each turn, before burn or poison damage is dealt."
95cde3cf-03bd-4fa2-8d45-2209dfe64634,sheer-force,Sheer Force,"Removes any additional effects from the Pokémon's moves, but increases the moves' power.",https://bulbapedia.bulbagarden.net/wiki/Sheer_Force_(Ability),Power +30%
a3e5ba64-8197-454e-9544-33b6ca7b325e,shield-dust,Shield Dust,Protective dust shields the Pokémon from the additional effects of moves.,https://bulbapedia.bulbagarden.net/wiki/Shield_Dust_(Ability),"Pokémon with Shield Dust are unaffected by the additional effects of other Pokémon's damaging moves, including additional effects provided by Poison Touch, Toxic Chain, Stench, King's Rock, and Razor Fang."
6c07400b-c139-4416-9174-9e2de1582042,simple,Simple,Doubles the effects of the Pokémon's stat changes.,https://bulbapedia.bulbagarden.net/wiki/Simple_(Ability),
6715724b-0ac5-4714-b823-84eeb66ac50d,static,Static,The Pokémon is charged with static electricity and may paralyze attackers that make direct contact with it.,https://bulbapedia.bulbagarden.net/wiki/Static_(Ability),"When a Pokémon with this Ability is hit by a move that makes contact, there is a 30% chance that the attacking Pokémon will become paralyzed. This can affect Ground-type Pokémon.\n\nIf a Pokémon with this Ability is hit by a multistrike move that makes contact, each hit has an independent chance to activate this Ability."
ad4cf007-ef5c-4f5c-94c4-71c0c5c76b3f,surge-surfer,Surge Surfer,Doubles the Pokémon's Speed stat on Electric Terrain.,https://bulbapedia.bulbagarden.net/wiki/Surge_Surfer_(Ability),
d8d85df5-a47e-4ecc-a0f7-a5b8a47df868,swarm,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,https://bulbapedia.bulbagarden.net/wiki/Swarm_(Ability),"When a Pokémon with Overgrow uses a Bug-type move, the move's Attack or Special Attack will be increased by 50% if the user has less than or equal to ⅓ of its maximum HP remaining."
17117b86-4008-47bc-868f-951de11a8d7a,sweet-veil,Sweet Veil,Prevents the Pokémon and its allies from falling asleep.,https://bulbapedia.bulbagarden.net/wiki/Sweet_Veil_(Ability),
f1a5e621-6c43-42ea-b9d3-40c6b3097583,swift-swim,Swift Swim,Boosts the Pokémon's Speed stat in rain.,https://bulbapedia.bulbagarden.net/wiki/Swift_Swim_(Ability),×2
5c6f7736-ef91-4f0b-b3d1-c3b66fad5f4c,thick-fat,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",https://bulbapedia.bulbagarden.net/wiki/Thick_Fat_(Ability),"If a Pokémon with Thick Fat is attacked by an Ice- or Fire-type move, the opponent's Attack or Special Attack is reduced by 50% during damage calculation, effectively halving the damage the Pokémon takes."
c5eab299-7c46-419e-b014-c6e6ca1eedac,torrent,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,https://bulbapedia.bulbagarden.net/wiki/Torrent_(Ability),"When a Pokémon with Torrent uses a Water-type move, the move's Attack or Special Attack will be increased by 50% if the user has less than or equal to ⅓ of its maximum HP remaining."
c15f0737-4504-4d4a-aa29-344d761145f0,unaware,Unaware,"When attacking, the Pokémon ignores the target's stat changes.",https://bulbapedia.bulbagarden.net/wiki/Unaware_(Ability),
d505d817-4fd5-4335-a91e-2bbc921eaa97,zen-mode,Zen Mode,Changes the Pokémon's shape when its HP drops to half or less.,https://bulbapedia.bulbagarden.net/wiki/Zen_Mode_(Ability),
d50e7c9e-f903-4cc8-b575-8fbbca2feb49,keen-eye,Keen Eye,The Pokémon's keen eyes prevent its accuracy from being lowered.,https://bulbapedia.bulbagarden.net/wiki/Keen_Eye_(Ability),
caa1fb2a-1413-450c-a9ca-6184dfb5e7ec,vital-spirit,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",https://bulbapedia.bulbagarden.net/wiki/Vital_Spirit_(Ability),
a3e6dce7-170a-400a-998a-ae5cf2438cdc,steadfast,Steadfast,The Pokémon's determination boosts its Speed stat every time it flinches,https://bulbapedia.bulbagarden.net/wiki/Steadfast_(Ability),
92cbd603-63e1-4992-a80d-999eebadbabe,sand-rush,Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,https://bulbapedia.bulbagarden.net/wiki/Sand_Rush_(Ability),
75103ad1-47f0-41d9-958e-add5c0c620ea,no-guard,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,https://bulbapedia.bulbagarden.net/wiki/No_Guard_(Ability),
adbca9b0-0b05-4497-856d-5926c18f4dd4,water-absorb,Water Absorb,"If hit by a Water-type move, the Pokémon has its HP restored instead of taking damage.",https://bulbapedia.bulbagarden.net/wiki/Water_Absorb_(Ability),
2b4b6d62-b174-4970-addb-044b872e2bcf,hydration,Hydration,Cures the Pokémon's status conditions in rain.,https://bulbapedia.bulbagarden.net/wiki/Hydration_(Ability),
87814995-d827-4b62-8311-06e1e124d41c,volt-absorb,Volt Absorb,"If hit by an Electric-type move, the Pokémon has its HP restored instead of taking damage.",https://bulbapedia.bulbagarden.net/wiki/Volt_Absorb_(Ability),
85bec00e-da8a-45ec-bed6-e05857297b78,flash-fire,Flash Fire,"If hit by a Fire-type move, the Pokémon absorbs the flames and uses them to power up its own Fire-type moves.",https://bulbapedia.bulbagarden.net/wiki/Flash_Fire_(Ability),
4d6cd5e7-2a17-4e90-812b-e0b8337ab29b,synchronize,Synchronize,"If the Pokémon is burned, paralyzed, or poisoned by another Pokémon, that Pokémon will be inflicted with the same status condition.",https://bulbapedia.bulbagarden.net/wiki/Synchronize_(Ability),
3f6b5f3d-78ab-4d60-8249-62f66eda68cf,magic-bounce,Magic Bounce,The Pokémon reflects status moves instead of getting hit by them.,https://bulbapedia.bulbagarden.net/wiki/Magic_Bounce_(Ability),
10c0a4c6-0606-40e2-a931-75f1647199f7,chlorophyll,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,https://bulbapedia.bulbagarden.net/wiki/Chlorophyll_(Ability),
95ae762a-5b60-4eee-90d4-3e2775d0170e,leaf-guard,Leaf Guard,Prevents status conditions in harsh sunlight.,https://bulbapedia.bulbagarden.net/wiki/Leaf_Guard_(Ability),
ab055c7f-39cf-4236-8efb-ab2cc417b7ee,ice-body,Ice Body,The Pokémon gradually regains HP in snow.,https://bulbapedia.bulbagarden.net/wiki/Ice_Body_(Ability),
289a0cd7-0588-4900-badb-b27ed1941af8,snow-cloak,Snow Cloak,Boosts the Pokémon's evasiveness in snow.,https://bulbapedia.bulbagarden.net/wiki/Snow_Cloak_(Ability),
0014c8ba-0669-4298-8c35-4a98d7e0f76a,pixilate,Pixilate,Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.,https://bulbapedia.bulbagarden.net/wiki/Pixilate_(Ability),Power +30%
cfc80777-7d8d-44f7-b858-8d760c394788,cute-charm,Cute Charm,The Pokémon may infatuate attackers that make direct contact with it.,https://bulbapedia.bulbagarden.net/wiki/Cute_Charm_(Ability),
8d2d3c86-bcfa-45a3-bcb6-bcd4e468acc6,speed-boost,Speed Boost,The Pokémon's Speed stat is boosted every turn.,https://bulbapedia.bulbagarden.net/wiki/Speed_Boost_(Ability),
023563b1-a177-498c-9e71-7c27ce9e5915,frisk,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",https://bulbapedia.bulbagarden.net/wiki/Frisk_(Ability),
096db9fb-5081-413f-b061-85454e3f9e2e,tinted-lens,Tinted Lens,"The Pokémon can use ""not very effective"" moves to deal regular damage.",https://bulbapedia.bulbagarden.net/wiki/Tinted_Lens_(Ability),
44c70f2c-cb97-468d-930c-e47b7738ba22,pressure,Pressure,"Puts other Pokémon under pressure, causing them to expend more PP to use their moves.",https://bulbapedia.bulbagarden.net/wiki/Pressure_(Ability),
81d2c365-e698-43c1-bff6-005accc80433,unnerve,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,https://bulbapedia.bulbagarden.net/wiki/Unnerve_(Ability),
068735dc-db5a-4f5f-b8fd-8c9254169640,technician,Technician,Powers up weak moves so the Pokémon can deal more damage with them,https://bulbapedia.bulbagarden.net/wiki/Technician_(Ability),
2694a257-0248-49ef-a231-e5b958a543b3,light-metal,Light Metal,Halves the Pokémon's weight.,https://bulbapedia.bulbagarden.net/wiki/Light_Metal_(Ability),
6c775946-323c-4849-bf6f-acbc6a24ce5c,sharpness,Sharpness,Powers up slicing moves.,https://bulbapedia.bulbagarden.net/wiki/Sharpness_(Ability),
2eb47420-c778-4eda-b584-f52d4e9e864f,tough-claws,Tough Claws,Powers up moves that make direct contact.,https://bulbapedia.bulbagarden.net/wiki/Tough_Claws_(Ability),
e436cd2d-d7f0-4cbe-a031-cd7da4a30305,limber,Limber,The Pokémon's limber body prevents it from being paralyzed.,https://bulbapedia.bulbagarden.net/wiki/Limber_(Ability),
6f660fd1-8f42-4f33-9062-f7bc63bb8763,imposter,Imposter,The Pokémon transforms itself into the Pokémon it's facing.,https://bulbapedia.bulbagarden.net/wiki/Imposter_(Ability),
c29880a4-0bc3-4852-aaa6-6f749b04063f,stench,Stench,"By releasing a stench when attacking, the Pokémon may cause the target to flinch.",https://bulbapedia.bulbagarden.net/wiki/Stench_(Ability),
ace4296b-8c3e-4d90-a732-daf351d455cb,stall,Stall,"The Pokémon is always the last to use its moves. ",https://bulbapedia.bulbagarden.net/wiki/Stall_(Ability),
27a1ef4a-3380-489b-9105-67d5eac403f3,mountaineer,Mountaineer,,https://bulbapedia.bulbagarden.net/wiki/Mountaineer_(Ability),
3c3feec6-9582-4cb9-a5af-e71876ce0c21,wave-rider,Wave Rider,,https://bulbapedia.bulbagarden.net/wiki/Wave_Rider_(Ability),
63593457-70e2-47b9-8d5e-995da4c25b3e,skater,Skater,,https://bulbapedia.bulbagarden.net/wiki/Skater_(Ability),
26af225f-b610-4df9-8405-ca82c4b031ef,thrust,Thrust,,https://bulbapedia.bulbagarden.net/wiki/Thrust_(Ability),
88b662ac-35fa-43af-b21c-aaa18c60e079,perception,Perception,,https://bulbapedia.bulbagarden.net/wiki/Perception_(Ability),
44b87a39-f4d3-4608-bb79-02d0ad50eb44,parry,Parry,,https://bulbapedia.bulbagarden.net/wiki/Parry_(Ability),
27124ff8-f8d1-4b11-98d3-daaa0ff99636,instinct,Instinct,,https://bulbapedia.bulbagarden.net/wiki/Instinct_(Ability),
45aa69da-eef6-43b0-865a-fbf11476907b,dodge,Dodge,,https://bulbapedia.bulbagarden.net/wiki/Dodge_(Ability),
108eff17-0ce5-47dc-84a0-ce6579f29c33,jagged-edge,Jagged Edge,,https://bulbapedia.bulbagarden.net/wiki/Jagged_Edge_(Ability),
7f2967e9-954d-45c6-9df9-757ee5090c57,frostbite,Frostbite,,https://bulbapedia.bulbagarden.net/wiki/Frostbite_(Ability),
23823748-ba88-40ac-b793-cb707d1239d1,tenacity,Tenacity,,https://bulbapedia.bulbagarden.net/wiki/Tenacity_(Ability),
e44549eb-76cd-42f5-8cf0-c71b073f6946,pride,Pride,,https://bulbapedia.bulbagarden.net/wiki/Pride_(Ability),
f0aada2a-9208-4153-b365-52611f362ec0,deep-sleep,Deep Sleep,,https://bulbapedia.bulbagarden.net/wiki/Deep_Sleep_(Ability),
b0c95dd0-3612-477e-b4e3-ff3fd5d2c358,power-nap,Power Nap,,https://bulbapedia.bulbagarden.net/wiki/Power_Nap_(Ability),
867e3927-a3c1-4a27-8a5c-0bc03e424d7d,spirit,Spirit,,https://bulbapedia.bulbagarden.net/wiki/Spirit_(Ability),
009ad09c-b7e3-4059-ab97-6c8a3ecded27,warm-blanket,Warm Blanket,,https://bulbapedia.bulbagarden.net/wiki/Warm_Blanket_(Ability),
d2c6f383-fec1-4262-a37c-0c15cf4cab3b,gulp,Gulp,,https://bulbapedia.bulbagarden.net/wiki/Gulp_(Ability),
6eaae86e-b4c5-46b7-a2e3-c83bebb8e7e6,herbivore,Herbivore,,https://bulbapedia.bulbagarden.net/wiki/Herbivore_(Ability),
25d6d488-bc5c-4a97-9754-2a7b162077ab,sandpit,Sandpit,,https://bulbapedia.bulbagarden.net/wiki/Sandpit_(Ability),
8517ee66-276e-49d5-8007-d9589ff09bb5,hot-blooded,Hot Blooded,,https://bulbapedia.bulbagarden.net/wiki/Hot_Blooded_(Ability),
88149772-1636-41cb-8cf8-661ed0809edc,medic,Medic,,https://bulbapedia.bulbagarden.net/wiki/Medic_(Ability),
61f52f09-1a67-4d08-a726-192a2274f0b6,life-force,Life Force,,https://bulbapedia.bulbagarden.net/wiki/Life_Force_(Ability),
55bd9d86-0bcf-4169-bae9-25713f23bce3,lunchbox,Lunchbox,,https://bulbapedia.bulbagarden.net/wiki/Lunchbox_(Ability),
d86143e3-5eae-4d42-b364-8832ad5adb6d,nurse,Nurse,,https://bulbapedia.bulbagarden.net/wiki/Nurse_(Ability),
a864a8f6-d05a-4dba-a369-4eac3da6f199,melee,Melee,,https://bulbapedia.bulbagarden.net/wiki/Melee_(Ability),
715964c6-c175-4627-8714-b08538cca5b8,sponge,Sponge,,https://bulbapedia.bulbagarden.net/wiki/Sponge_(Ability),
916bdd5c-5cdb-40f6-8535-3511db7efd97,bodyguard,Bodyguard,,https://bulbapedia.bulbagarden.net/wiki/Bodyguard_(Ability),
34460172-f1bd-4316-b3f6-a28cd04e301b,hero,Hero,,https://bulbapedia.bulbagarden.net/wiki/Hero_(Ability),
77211296-8b52-413c-995c-66fdab555687,last-bastion,Last Bastion,,https://bulbapedia.bulbagarden.net/wiki/Last_Bastion_(Ability),
e9981010-8efe-46c6-9279-5ed90db0ba76,stealth,Stealth,,https://bulbapedia.bulbagarden.net/wiki/Stealth_(Ability),
05283533-e07a-4312-a064-d6c39cea3249,vanguard,Vanguard,,https://bulbapedia.bulbagarden.net/wiki/Vanguard_(Ability),
6f3a359a-a834-404f-8499-6df1b0272272,nomad,Nomad,,https://bulbapedia.bulbagarden.net/wiki/Nomad_(Ability),
8df3fc7b-b3bd-4792-bcc7-f56752290883,sequence,Sequence,,https://bulbapedia.bulbagarden.net/wiki/Sequence_(Ability),
6dde0067-a839-4230-a622-69d9f528750b,grass-cloak,Grass Cloak,,https://bulbapedia.bulbagarden.net/wiki/Grass_Cloak_(Ability),
9f9dfa67-2d7f-4fff-8a2c-e7e21105886e,celebrate,Celebrate,,https://bulbapedia.bulbagarden.net/wiki/Celebrate_(Ability),
aabc2cfc-e8ce-4872-8d0f-a817536b2a14,lullaby,Lullaby,,https://bulbapedia.bulbagarden.net/wiki/Lullaby_(Ability),
afd97a9b-80d8-4bfb-abb3-8b357c5a29e0,calming,Calming,,https://bulbapedia.bulbagarden.net/wiki/Calming_(Ability),
5456cc7a-1ee6-44ba-8a40-ca08c9a5297d,daze,Daze,,https://bulbapedia.bulbagarden.net/wiki/Daze_(Ability),
a7794d1f-1e43-460a-9855-b816e90f61b9,frighten,Frighten,,https://bulbapedia.bulbagarden.net/wiki/Frighten_(Ability),
bd621ba2-aa17-46c3-a4d2-43f669a3bdad,interference,Interference,,https://bulbapedia.bulbagarden.net/wiki/Interference_(Ability),
0826ab57-f3c7-4fe6-9c8d-f68b31aec3b9,mood-maker,Mood Maker,,https://bulbapedia.bulbagarden.net/wiki/Mood_Maker_(Ability),
629ddd51-bbdd-4c50-bf60-33fbff2b2e87,confidence,Confidence,,https://bulbapedia.bulbagarden.net/wiki/Confidence_(Ability),
0e9a09e0-ee28-47b9-b765-25dd1272f84e,fortune,Fortune,,https://bulbapedia.bulbagarden.net/wiki/Fortune_(Ability),
2ecb6442-74f1-4ddf-bcb3-5ed5976c1e07,bonanza,Bonanza,,https://bulbapedia.bulbagarden.net/wiki/Bonanza_(Ability),
f5d8b0be-bd3e-460d-8e1f-3e6c752c5748,explode,Explode,,https://bulbapedia.bulbagarden.net/wiki/Explode_(Ability),
2d5d4a29-f9d8-4603-8bee-d0e2836d013b,omnipotent,Omnipotent,,https://bulbapedia.bulbagarden.net/wiki/Omnipotent_(Ability),
2bb5aa32-cc85-4c36-a0b7-620e784fd316,share,Share,,https://bulbapedia.bulbagarden.net/wiki/Share_(Ability),
d58e6bef-7994-4e93-b8ba-ffd2a5be7990,black-hole,Black Hole,,https://bulbapedia.bulbagarden.net/wiki/Black_Hole_(Ability),
a952476e-4aa1-41c3-9e4d-0808c0f3e521,shadow-dash,Shadow Dash,,https://bulbapedia.bulbagarden.net/wiki/Shadow_Dash_(Ability),
e2819fc3-6323-4499-bdc0-afb3b5bef65f,sprint,Sprint,,https://bulbapedia.bulbagarden.net/wiki/Sprint_(Ability),
20673b97-fbca-458c-afb0-da8884b0c173,disgust,Disgust,,https://bulbapedia.bulbagarden.net/wiki/Disgust_(Ability),
4b1a8d23-79b2-4c36-8556-6a8ebe04ed1b,high-rise,High-rise,,https://bulbapedia.bulbagarden.net/wiki/High-rise_(Ability),
bee901eb-193d-4b6e-84ce-6d89e7d66967,climber,Climber,,https://bulbapedia.bulbagarden.net/wiki/Climber_(Ability),
24565948-cd9a-4b9d-9d75-698b3aa135ab,flame-boost,Flame Boost,,https://bulbapedia.bulbagarden.net/wiki/Flame_Boost_(Ability),
233d0782-9ff5-409b-b960-a1987d95e0f4,aqua-boost,Aqua Boost,,https://bulbapedia.bulbagarden.net/wiki/Aqua_Boost_(Ability),
165e0337-823a-4819-a022-944d7590797d,run-up,Run Up,,https://bulbapedia.bulbagarden.net/wiki/Run_Up_(Ability),
992b0f6c-abf5-464f-afc4-fb5610191a7f,conqueror,Conqueror,,https://bulbapedia.bulbagarden.net/wiki/Conqueror_(Ability),
eca7887f-bebc-45a1-b941-87c537c70282,shackle,Shackle,,https://bulbapedia.bulbagarden.net/wiki/Shackle_(Ability),
34132a65-526d-4a56-9f3b-f020f528fe00,decoy,Decoy,,https://bulbapedia.bulbagarden.net/wiki/Decoy_(Ability),
5c5d2c19-5cf4-4448-86d8-9737602daccc,shield,Shield,,https://bulbapedia.bulbagarden.net/wiki/Shield_(Ability),
68ccad31-7636-47f9-b521-20fb8e997c04,klutz,Klutz,The Pokémon can't use any held items.,https://bulbapedia.bulbagarden.net/wiki/Klutz_(Ability),
2e180873-95a1-496d-9148-142b35cab835,mold-breaker,Mold Breaker,The Pokémon's moves are unimpeded by the Ability of the target.,https://bulbapedia.bulbagarden.net/wiki/Mold_Breaker_(Ability),
68fc2334-55e9-4a80-ad66-a0e9de889014,super-luck,Super Luck,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,https://bulbapedia.bulbagarden.net/wiki/Super_Luck_(Ability),
29af93e8-0b64-422f-abbf-aad901ca058d,aftermath,Aftermath,Damages the attacker if it knocks out the Pokémon with a move that makes direct contact.,https://bulbapedia.bulbagarden.net/wiki/Aftermath_(Ability),
12dcc9b1-1912-4152-b46b-0388fdac92e4,forewarn,Forewarn,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.",https://bulbapedia.bulbagarden.net/wiki/Forewarn_(Ability),
88ef83ec-3452-4f02-877c-e8dba899946e,filter,Filter,Reduces the power of supereffective attacks that hit the Pokémon.,https://bulbapedia.bulbagarden.net/wiki/Filter_(Ability),
694eddb5-9d82-43bc-be35-e2a9c652aeff,slow-start,Slow Start,"For five turns, the Pokémon's Attack and Speed stats are halved.",https://bulbapedia.bulbagarden.net/wiki/Slow_Start_(Ability),
3f3b73d4-ecb0-482e-8a40-c1ed77b4fcd4,scrappy,Scrappy,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves. It is also unaffected by Intimidate.,https://bulbapedia.bulbagarden.net/wiki/Scrappy_(Ability),
fd45af14-c6e4-4571-bc12-2d8941ebf783,storm-drain,Storm Drain,"The Pokémon draws in all Water-type moves. Instead of taking damage from them, its Sp. Atk stat is boosted.",https://bulbapedia.bulbagarden.net/wiki/Storm_Drain_(Ability),
b68a5570-84ad-43a5-ab71-ef3877f0b11b,solid-rock,Solid Rock,Reduces the power of supereffective attacks that hit the Pokémon.,https://bulbapedia.bulbagarden.net/wiki/Solid_Rock_(Ability),
0088dc6a-766f-4e9f-9073-6fce36cf41e5,snow-warning,Snow Warning,The Pokémon makes it snow when it enters a battle.,https://bulbapedia.bulbagarden.net/wiki/Snow_Warning_(Ability),
8fe1539d-b1b8-4354-abf9-b9918a64ecb3,oblivious,Oblivious,"The Pokémon is oblivious, keeping it from being infatuated, falling for taunts, or being affected by Intimidate.",https://bulbapedia.bulbagarden.net/wiki/Oblivious_(Ability),
a41441af-f0b8-4233-871a-0ad956fe4fd9,multitype,Multitype,"Changes the Pokémon's type to match the plate it holds. ",https://bulbapedia.bulbagarden.net/wiki/Multitype_(Ability),
31474f8c-47b3-4b5a-9324-d1c4cc348bf5,flower-gift,Flower Gift,,https://bulbapedia.bulbagarden.net/wiki/Flower_Gift_(Ability),
4617facd-44a1-442b-9a44-d78988134a2c,bad-dreams,Bad Dreams,Damages opposing Pokémon that are asleep.,https://bulbapedia.bulbagarden.net/wiki/Bad_Dreams_(Ability),
e3319961-3c35-4cb8-9f03-bcb61e4b0229,pickpocket,Pickpocket,The Pokémon steals the held item from attackers that made direct contact with it.,https://bulbapedia.bulbagarden.net/wiki/Pickpocket_(Ability),
52cb830a-e5f0-41e6-8b74-dd0981faee8d,contrary,Contrary,Reverses any stat changes affecting the Pokémon so that attempts to boost its stats instead lower them—and attempts to lower its stats will boost them.,https://bulbapedia.bulbagarden.net/wiki/Contrary_(Ability),
b16435b4-f431-401e-a858-4e9dd0b4082b,defeatist,Defeatist,,https://bulbapedia.bulbagarden.net/wiki/Defeatist_(Ability),
2766a430-d0fc-45d2-99eb-f156ea048d03,cloud-nine,Cloud Nine,Eliminates the effects of weather.,https://bulbapedia.bulbagarden.net/wiki/Cloud_Nine_(Ability),
