id,type,category,unique_name,display_name,description,accuracy,power,power_points,url,notes
6b4edb73-68be-47f0-bd2f-c819c2b42d59,Flying,Physical,fly,Fly,"The user flies up into the sky on the first turn, then attacks on the next turn.",95,90,15,https://bulbapedia.bulbagarden.net/wiki/Fly_(move),
6b2c2be5-b013-4eab-9449-c42199aa7324,Water,Special,octazooka,Octazooka,,85,65,10,https://bulbapedia.bulbagarden.net/wiki/Octazooka_(move),
898af397-7b94-4d07-979d-297a78df2570,Ground,Status,spikes,Spikes,The user lays a trap of spikes at the feet of the opposing team. The spikes will damage opposing Pokémon that switch into battle.,,,20,https://bulbapedia.bulbagarden.net/wiki/Spikes_(move),
0e6e8e93-c92a-4dc3-81a8-6e07d0525d3f,Electric,Special,zap-cannon,Zap Cannon,The user attacks by firing an electric blast like a cannon. This also leaves the target with paralysis.,50,120,5,https://bulbapedia.bulbagarden.net/wiki/Zap_Cannon_(move),
4f57e427-c004-4862-b2e0-2421a48045a4,Normal,Status,foresight,Foresight,,,,40,https://bulbapedia.bulbagarden.net/wiki/Foresight_(move),
e06285e6-6886-4689-a72e-6b61b6ead383,Ghost,Status,destiny-bond,Destiny Bond,"If the user is knocked out after using this move, the Pokémon that knocked it out will also faint. This move's chance of failing rises if it is used in succession.",,,5,https://bulbapedia.bulbagarden.net/wiki/Destiny_Bond_(move),
f7cf22af-4f94-42df-8886-745eec004141,Normal,Status,perish-song,Perish Song,"Any Pokémon that hears this song faints in three turns, unless it switches out of battle.",,,5,https://bulbapedia.bulbagarden.net/wiki/Perish_Song_(move),
c4a089b4-b7fb-4d80-b0fc-aa594b1b777d,Ice,Special,icy-wind,Icy Wind,The user attacks with a gust of chilled air. This also lowers opposing Pokémon's Speed stats.,95,55,15,https://bulbapedia.bulbagarden.net/wiki/Icy_Wind_(move),
67e54b14-bc6b-4d35-be41-1a9fd784b883,Fighting,Status,detect,Detect,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,,,5,https://bulbapedia.bulbagarden.net/wiki/Detect_(move),
1191c10e-5e3a-4009-9cbd-497aef83cb9b,Ground,Physical,bone-rush,Bone Rush,The user attacks by striking the target with a hard bone. This move hits two to five times in a row.,90,25,10,https://bulbapedia.bulbagarden.net/wiki/Bone_Rush_(move),
d75a26f9-c0d0-4c07-bb68-3c4d007ccb79,Normal,Status,lock-on,Lock-On,The user takes sure aim at the target. This ensures the user's next move does not miss that target.,,,5,https://bulbapedia.bulbagarden.net/wiki/Lock-On_(move),
1540432c-4cb2-4eb0-ab44-bc74acf9abab,Fighting,Physical,karate-chop,Karate Chop,,100,50,25,https://bulbapedia.bulbagarden.net/wiki/Karate_Chop_(move),
29a3d275-7e4e-4fb9-9ff3-81a78bd17e10,Normal,Physical,bind,Bind,"A long body, tentacles, or the like are used to bind and squeeze the target for four to five turns.",85,15,20,https://bulbapedia.bulbagarden.net/wiki/Bind_(move),
502e1809-448f-4943-bcfb-8cfaf9f1cf86,Dragon,Physical,outrage,Outrage,The user rampages and attacks for two to three turns. The user then becomes confused.,100,120,10,https://bulbapedia.bulbagarden.net/wiki/Outrage_(move),
f3e1563c-d624-42d4-9a7a-cfed96d8a0a6,Rock,Status,sandstorm,Sandstorm,"A five-turn sandstorm is summoned to damage all Pokémon except Rock, Ground, and Steel types. The sandstorm also boosts the Sp. Def stats of Rock types.",,,10,https://bulbapedia.bulbagarden.net/wiki/Sandstorm_(move),
92c5550c-abe4-4b17-a13a-946ac8c5d155,Grass,Special,giga-drain,Giga Drain,A nutrient-draining attack. The user's HP is restored by up to half the damage taken by the target.,100,75,10,https://bulbapedia.bulbagarden.net/wiki/Giga_Drain_(move),
5f2fbb54-e575-41cd-8c98-89cceeeadedf,Normal,Status,endure,Endure,The user endures any attack with at least 1 HP. This move's chance of failing rises if used in succession.,,,10,https://bulbapedia.bulbagarden.net/wiki/Endure_(move),
59186959-0fec-4bb1-89d1-acaa0235e98b,Fairy,Status,charm,Charm,"The user gazes at the target rather charmingly, making it less wary. This harshly lowers the target's Attack stat.",100,,20,https://bulbapedia.bulbagarden.net/wiki/Charm_(move),
79fe53c8-f768-4d99-8e2c-f4b29263095e,Rock,Physical,rollout,Rollout,The user continually rolls into the target over five turns. This attack becomes more powerful each time it hits.,90,30,20,https://bulbapedia.bulbagarden.net/wiki/Rollout_(move),
39ca8862-8949-4ce6-85dc-902819791091,Normal,Physical,false-swipe,False Swipe,A restrained attack that prevents the target from fainting. The target is left with at least 1 HP.,100,40,40,https://bulbapedia.bulbagarden.net/wiki/False_Swipe_(move),
81747db0-62af-43af-aa20-22f3e761b81a,Normal,Status,swagger,Swagger,"The user enrages and confuses the target. However, this also sharply boosts the target's Attack stat.",85,,15,https://bulbapedia.bulbagarden.net/wiki/Swagger_(move),
624ef893-bfcf-41a6-b080-632f0211b08f,Normal,Status,milk-drink,Milk Drink,The user restores its own HP by up to half its max HP.,,,5,https://bulbapedia.bulbagarden.net/wiki/Milk_Drink_(move),
73a295a7-5771-41f2-a6d6-94ad643ce827,Electric,Physical,spark,Spark,The user attacks the target with an electrically charged tackle. This may also leave the target with paralysis.,100,65,20,https://bulbapedia.bulbagarden.net/wiki/Spark_(move),
84e2a956-8da7-452e-9087-ede079174783,Normal,Physical,slam,Slam,"The target is slammed with a long tail, vines, or the like to inflict damage.",75,80,20,https://bulbapedia.bulbagarden.net/wiki/Slam_(move),
abb1be17-60f5-4c27-ab65-625d8378d9f0,Bug,Physical,fury-cutter,Fury Cutter,"The user attacks by slashing the target with scythes, claws, or the like. This attack becomes more powerful if it hits in succession.",95,40,20,https://bulbapedia.bulbagarden.net/wiki/Fury_Cutter_(move),
083486f4-6196-4d89-bede-1de9d448c592,Steel,Physical,steel-wing,Steel Wing,The target is hit with wings of steel. This may also boost the user's Defense stat.,90,70,25,https://bulbapedia.bulbagarden.net/wiki/Steel_Wing_(move),
647137b6-0d2f-4e1d-9874-8176b093b08b,Normal,Status,mean-look,Mean Look,"The user pins the target with a dark, arresting look. The target becomes unable to flee.",,,5,https://bulbapedia.bulbagarden.net/wiki/Mean_Look_(move),
fc17ff8c-7fc6-4c4b-aad2-8f2a90e2ecfe,Normal,Status,attract,Attract,"If the target is of the opposite gender to the user, it becomes infatuated with the user and will sometimes be unable to use its moves.",100,,15,https://bulbapedia.bulbagarden.net/wiki/Attract_(move),
245a3812-f90d-4f9d-ae40-16d719345c32,Normal,Status,sleep-talk,Sleep Talk,The user randomly uses one of the moves it knows. This move can only be used while the user is asleep.,,,10,https://bulbapedia.bulbagarden.net/wiki/Sleep_Talk_(move),
