id,number,category,unique_name,display_name,base_friendship,catch_rate,growth_rate,egg_cycles,egg_group_primary,egg_group_secondary,url,notes
23444cb4-5297-4c1a-83b4-4c00e3488ec3,42,Standard,golbat,Golbat,70,90,MediumFast,15,Flying,,https://bulbapedia.bulbagarden.net/wiki/Golbat_(Pokémon),
b6dfc98a-e59f-453e-8dba-a1ceb1ee3cae,43,Standard,oddish,Oddish,70,255,MediumSlow,20,Grass,,https://bulbapedia.bulbagarden.net/wiki/Oddish_(Pokémon),
b1fe7a2c-123f-477f-9a6f-9c0843c622b2,44,Standard,gloom,Gloom,70,120,MediumSlow,20,Grass,,https://bulbapedia.bulbagarden.net/wiki/Gloom_(Pokémon),
9502f666-94d9-43f9-94fb-650a2e0968f8,45,Standard,vileplume,Vileplume,70,45,MediumSlow,20,Grass,,https://bulbapedia.bulbagarden.net/wiki/Vileplume_(Pokémon),
c5b102dc-0039-465e-848c-4b8c4dc83bf8,46,Standard,paras,Paras,70,190,MediumFast,20,Bug,Grass,https://bulbapedia.bulbagarden.net/wiki/Paras_(Pokémon),
c8867c58-99e7-4d9b-afc2-57f4801e0f32,47,Standard,parasect,Parasect,70,75,MediumFast,20,Bug,Grass,https://bulbapedia.bulbagarden.net/wiki/Parasect_(Pokémon),
18dc3277-48b8-4bce-a3fe-9eaafc6c1506,48,Standard,venonat,Venonat,70,190,MediumFast,20,Bug,,https://bulbapedia.bulbagarden.net/wiki/Venonat_(Pokémon),
986ebcc6-6adf-468b-b605-8faa7b50fd2a,49,Standard,venomoth,Venomoth,70,75,MediumFast,20,Bug,,https://bulbapedia.bulbagarden.net/wiki/Venomoth_(Pokémon),
37a23883-ed6b-4a66-afdf-f6d5beff838e,50,Standard,diglett,Diglett,70,255,MediumFast,20,Field,,https://bulbapedia.bulbagarden.net/wiki/Diglett_(Pokémon),
f0bdbbc7-27fe-4dad-ae07-c6ffd7732e62,51,Standard,dugtrio,Dugtrio,70,50,MediumFast,20,Field,,https://bulbapedia.bulbagarden.net/wiki/Dugtrio_(Pokémon),
5b735782-71f1-446b-8f8e-71a697d8df17,52,Standard,meowth,Meowth,70,255,MediumFast,20,Field,,https://bulbapedia.bulbagarden.net/wiki/Meowth_(Pokémon),
a73a4ff5-e333-4e75-abdc-c9a51d0212b9,53,Standard,persian,Persian,70,90,MediumFast,20,Field,,https://bulbapedia.bulbagarden.net/wiki/Persian_(Pokémon),
a00efb0e-3013-45ca-951e-7c836489d9bd,54,Standard,psyduck,Psyduck,70,190,MediumFast,20,Water1,Field,https://bulbapedia.bulbagarden.net/wiki/Psyduck_(Pokémon),
f78be369-0ab8-48d5-ab46-4f849afe8fb0,55,Standard,golduck,Golduck,70,75,MediumFast,20,Water1,Field,https://bulbapedia.bulbagarden.net/wiki/Golduck_(Pokémon),
6f6c6937-4373-466d-bdb2-03e1e4488b13,56,Standard,mankey,Mankey,70,190,MediumFast,20,Field,,https://bulbapedia.bulbagarden.net/wiki/Mankey_(Pokémon),
8116b000-a0af-4bc6-9e90-e5d9b01e437b,57,Standard,primeape,Primeape,70,75,MediumFast,20,Field,,https://bulbapedia.bulbagarden.net/wiki/Primeape_(Pokémon),
2cd3ae50-a442-49d7-8dc4-bbf9b296c2ed,58,Standard,growlithe,Growlithe,70,190,Slow,20,Field,,https://bulbapedia.bulbagarden.net/wiki/Growlithe_(Pokémon),
192c738c-5f00-4964-bd88-a3c2548e0451,59,Standard,arcanine,Arcanine,70,75,Slow,20,Field,,https://bulbapedia.bulbagarden.net/wiki/Arcanine_(Pokémon),
6bc5fba6-73f3-4ec2-b350-6c2542275a0b,60,Standard,poliwag,Poliwag,70,255,MediumSlow,20,Water1,,https://bulbapedia.bulbagarden.net/wiki/Poliwag_(Pokémon),
31053c3e-2e48-446f-9a23-4277c5210fa0,61,Standard,poliwhirl,Poliwhirl,70,120,MediumSlow,20,Water1,,https://bulbapedia.bulbagarden.net/wiki/Poliwhirl_(Pokémon),
df8f9ebe-cb0d-4afa-8051-cbafb5bdbece,62,Standard,poliwrath,Poliwrath,70,45,MediumSlow,20,Water1,,https://bulbapedia.bulbagarden.net/wiki/Poliwrath_(Pokémon),
ad8a6bd6-2d7e-4e4c-a4f9-87e845abeab8,63,Standard,abra,Abra,70,200,MediumSlow,20,HumanLike,,https://bulbapedia.bulbagarden.net/wiki/Abra_(Pokémon),
36223a29-b87c-48a7-b0fe-7cd8c056c3cf,64,Standard,kadabra,Kadabra,70,100,MediumSlow,20,HumanLike,,https://bulbapedia.bulbagarden.net/wiki/Kadabra_(Pokémon),
aef0f741-9189-452e-b21d-689e2f31ad33,65,Standard,alakazam,Alakazam,70,50,MediumSlow,20,HumanLike,,https://bulbapedia.bulbagarden.net/wiki/Alakazam_(Pokémon),
b2627db8-6ebc-499d-a2cb-a8a4800f3002,66,Standard,machop,Machop,70,180,MediumSlow,20,HumanLike,,https://bulbapedia.bulbagarden.net/wiki/Machop_(Pokémon),
23386b6f-f0d3-44c3-ad8a-3446b977403d,67,Standard,machoke,Machoke,70,90,MediumSlow,20,HumanLike,,https://bulbapedia.bulbagarden.net/wiki/Machoke_(Pokémon),
6ec916d3-efc4-4b96-85f0-644fdffbe137,68,Standard,machamp,Machamp,70,45,MediumSlow,20,HumanLike,,https://bulbapedia.bulbagarden.net/wiki/Machamp_(Pokémon),
14bb3093-c1b9-4f29-853b-751fc81ab44d,69,Standard,bellsprout,Bellsprout,70,255,MediumSlow,20,Grass,,https://bulbapedia.bulbagarden.net/wiki/Bellsprout_(Pokémon),
0587dbb7-b70b-47be-8b22-f5535b66d07f,70,Standard,weepinbell,Weepinbell,70,120,MediumSlow,20,Grass,,https://bulbapedia.bulbagarden.net/wiki/Weepinbell_(Pokémon),
133d543f-79f4-4186-88e5-f155ec42ea2e,71,Standard,victreebel,Victreebel,70,45,MediumSlow,20,Grass,,https://bulbapedia.bulbagarden.net/wiki/Victreebel_(Pokémon),
d7e1a3fb-8ce3-4988-8d8e-2a9b5a90c9bb,72,Standard,tentacool,Tentacool,70,190,Slow,20,Water3,,https://bulbapedia.bulbagarden.net/wiki/Tentacool_(Pokémon),
dc118709-0e35-4da8-9cef-23061337b63a,73,Standard,tentacruel,Tentacruel,70,60,Slow,20,Water3,,https://bulbapedia.bulbagarden.net/wiki/Tentacruel_(Pokémon),
41abdade-21a8-4049-9b86-a86083d35c16,74,Standard,geodude,Geodude,70,255,MediumSlow,15,Mineral,,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pokémon),
c3e7a69d-3a45-4627-99a1-fcace6f3b5ba,75,Standard,graveler,Graveler,70,120,MediumSlow,15,Mineral,,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pokémon),
1f19c133-86a7-4893-b4a1-e6166bef31a4,76,Standard,golem,Golem,70,45,MediumSlow,15,Mineral,,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pokémon),
dce6858f-cdd4-4a33-b2ee-76781b975f2e,77,Standard,ponyta,Ponyta,70,190,MediumFast,20,Field,,https://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pokémon),
c832a403-a931-4dd2-8e12-cc59a2a175a5,78,Standard,rapidash,Rapidash,70,60,MediumFast,20,Field,,https://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pokémon),
cef37b57-4530-40f8-9390-124ad8774f60,79,Standard,slowpoke,Slowpoke,70,190,MediumFast,20,Monster,Water1,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pokémon),
c5d327e2-8df3-4109-bf48-3e0bb73409e2,80,Standard,slowbro,Slowbro,70,75,MediumFast,20,Monster,Water1,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pokémon),
e0058f04-5757-4e4f-ad4e-833daab85546,81,Standard,magnemite,Magnemite,70,190,MediumFast,20,Mineral,,https://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pokémon),
68cbf8af-24b9-41b9-845d-2d28a7d2b3ec,82,Standard,magneton,Magneton,70,60,MediumFast,20,Mineral,,https://bulbapedia.bulbagarden.net/wiki/Magneton_(Pokémon),
a6bff339-367e-43fd-a08d-3a3ffbe7fb1d,83,Standard,farfetchd,Farfetch’d,70,45,MediumFast,20,Flying,Field,https://bulbapedia.bulbagarden.net/wiki/Farfetch’d_(Pokémon),
38892a3c-9e82-4f13-b5d9-d965345f4fa4,84,Standard,doduo,Doduo,70,190,MediumFast,20,Flying,,https://bulbapedia.bulbagarden.net/wiki/Doduo_(Pokémon),
32994581-7059-44e3-99df-eb4d1a3786d5,85,Standard,dodrio,Dodrio,70,45,MediumFast,20,Flying,,https://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pokémon),
8f700e6b-4a87-4c06-b75a-2b27117c33da,86,Standard,seel,Seel,70,190,MediumFast,20,Water1,Field,https://bulbapedia.bulbagarden.net/wiki/Seel_(Pokémon),
289cbd3a-2aa2-4e73-8f79-bcc87de07af7,87,Standard,dewgong,Dewgong,70,75,MediumFast,20,Water1,Field,https://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pokémon),
5729dc5a-aee2-4fac-8a4b-a8087165b489,88,Standard,grimer,Grimer,70,190,MediumFast,20,Amorphous,,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pokémon),
24cec007-c8b6-419e-bd9b-74d5651e77a8,89,Standard,muk,Muk,70,75,MediumFast,20,Amorphous,,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pokémon),
8ac54335-fde2-4d77-af7f-834cecbbccaf,90,Standard,shellder,Shellder,70,190,Slow,20,Water3,,https://bulbapedia.bulbagarden.net/wiki/Shellder_(Pokémon),
e86b591a-ab86-454f-8e2c-66e811aa7ea6,91,Standard,cloyster,Cloyster,70,60,Slow,20,Water3,,https://bulbapedia.bulbagarden.net/wiki/Cloyster_(Pokémon),
1b259f9f-520c-49cf-8e81-ed7aa4448500,92,Standard,gastly,Gastly,70,190,MediumSlow,20,Amorphous,,https://bulbapedia.bulbagarden.net/wiki/Gastly_(Pokémon),
5313fede-c7f6-49fc-82ff-b71ad976e00d,93,Standard,haunter,Haunter,70,90,MediumSlow,20,Amorphous,,https://bulbapedia.bulbagarden.net/wiki/Haunter_(Pokémon),
86eaffad-2fb9-47d3-a332-cc3dd2daed9a,94,Standard,gengar,Gengar,70,45,MediumSlow,20,Amorphous,,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pokémon),
1e5cf7c2-1d5a-486a-8885-31a18cde97d0,95,Standard,onix,Onix,70,45,MediumFast,25,Mineral,,https://bulbapedia.bulbagarden.net/wiki/Onix_(Pokémon),
2f7afcbc-6a44-4c70-bbca-653e6717e448,96,Standard,drowzee,Drowzee,70,190,MediumFast,20,HumanLike,,https://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pokémon),
25485083-eeca-4cf3-a065-5a3a6fa1e110,97,Standard,hypno,Hypno,70,75,MediumFast,20,HumanLike,,https://bulbapedia.bulbagarden.net/wiki/Hypno_(Pokémon),
3567f0b2-90c4-426e-ad8b-3aa04ed8b7dd,98,Standard,krabby,Krabby,70,225,MediumFast,20,Water3,,https://bulbapedia.bulbagarden.net/wiki/Krabby_(Pokémon),
eb6c0014-df84-4537-9618-99e2797add6d,99,Standard,kingler,Kingler,70,60,MediumFast,20,Water3,,https://bulbapedia.bulbagarden.net/wiki/Kingler_(Pokémon),
048e30aa-398a-4dbe-b2a6-edbc41741011,100,Standard,voltorb,Voltorb,70,190,MediumFast,20,Mineral,,https://bulbapedia.bulbagarden.net/wiki/Voltorb_(Pokémon),
b2530197-215a-44a9-9afa-ba357e845a21,101,Standard,electrode,Electrode,70,60,MediumFast,20,Mineral,,https://bulbapedia.bulbagarden.net/wiki/Electrode_(Pokémon),
ec348935-1b19-480e-8964-ce4eebcfb846,102,Standard,exeggcute,Exeggcute,70,90,Slow,20,Grass,,https://bulbapedia.bulbagarden.net/wiki/Exeggcute_(Pokémon),
f1c8c053-8cbd-4a12-8f5a-8f606f286d1d,103,Standard,exeggutor,Exeggutor,70,45,Slow,20,Grass,,https://bulbapedia.bulbagarden.net/wiki/Exeggutor_(Pokémon),
6a3dbdec-2097-47b2-8a7b-7f2972d95530,104,Standard,cubone,Cubone,70,190,MediumFast,20,Monster,,https://bulbapedia.bulbagarden.net/wiki/Cubone_(Pokémon),
11dc47fe-682a-43bb-ac92-ae3bcbfcd678,105,Standard,marowak,Marowak,70,75,MediumFast,20,Monster,,https://bulbapedia.bulbagarden.net/wiki/Marowak_(Pokémon),
81b39be4-069a-4655-b375-c73b3723afbc,106,Standard,hitmonlee,Hitmonlee,70,45,MediumFast,25,HumanLike,,https://bulbapedia.bulbagarden.net/wiki/Hitmonlee_(Pokémon),
1b30d9dc-8481-4476-aa7b-f0b59b64b9eb,107,Standard,hitmonchan,Hitmonchan,70,45,MediumFast,25,HumanLike,,https://bulbapedia.bulbagarden.net/wiki/Hitmonchan_(Pokémon),
61a8aa72-99ba-4101-8c1d-25a95e33dd63,108,Standard,lickitung,Lickitung,70,45,MediumFast,20,Monster,,https://bulbapedia.bulbagarden.net/wiki/Lickitung_(Pokémon),
87ee1ee2-c728-4dc1-9d18-81fab6e8010a,109,Standard,koffing,Koffing,70,190,MediumFast,20,Amorphous,,https://bulbapedia.bulbagarden.net/wiki/Koffing_(Pokémon),
ddd57ae8-453b-40f1-a311-212cf13f08fe,110,Standard,weezing,Weezing,70,60,MediumFast,20,Amorphous,,https://bulbapedia.bulbagarden.net/wiki/Weezing_(Pokémon),
88e0c187-1526-476d-98dd-cc18297a9fc6,111,Standard,rhyhorn,Rhyhorn,70,120,Slow,20,Monster,Field,https://bulbapedia.bulbagarden.net/wiki/Rhyhorn_(Pokémon),
99067a87-de62-4d11-bfdf-9fba1904c02a,112,Standard,rhydon,Rhydon,70,60,Slow,20,Monster,Field,https://bulbapedia.bulbagarden.net/wiki/Rhydon_(Pokémon),
105fb216-6c80-4d15-8d64-3fff9db0bd2e,113,Standard,chansey,Chansey,140,30,Fast,40,Fairy,,https://bulbapedia.bulbagarden.net/wiki/Chansey_(Pokémon),
edb48cfa-a924-4320-a98d-9686792530df,114,Standard,tangela,Tangela,70,45,MediumFast,20,Grass,,https://bulbapedia.bulbagarden.net/wiki/Tangela_(Pokémon),
ee48f475-27c0-4229-a3a7-687199e8a851,115,Standard,kangaskhan,Kangaskhan,70,45,MediumFast,20,Monster,,https://bulbapedia.bulbagarden.net/wiki/Kangaskhan_(Pokémon),
fcef9a17-0642-4ef0-a853-05ac0ff8bff2,116,Standard,horsea,Horsea,70,225,MediumFast,20,Water1,Dragon,https://bulbapedia.bulbagarden.net/wiki/Horsea_(Pokémon),
3f0355a2-a39a-476c-a07f-6d04bc35356d,117,Standard,seadra,Seadra,70,75,MediumFast,20,Water1,Dragon,https://bulbapedia.bulbagarden.net/wiki/Seadra_(Pokémon),
bf551ab2-63ab-4aa6-924f-099e2c03f8c2,118,Standard,goldeen,Goldeen,70,225,MediumFast,20,Water2,,https://bulbapedia.bulbagarden.net/wiki/Goldeen_(Pokémon),
762bd2ad-4055-4aa9-8bfe-32aeaf472f79,119,Standard,seaking,Seaking,70,60,MediumFast,20,Water2,,https://bulbapedia.bulbagarden.net/wiki/Seaking_(Pokémon),
093a04a2-e9c2-4336-8c82-bde6b153b3a2,120,Standard,staryu,Staryu,70,225,Slow,20,Water3,,https://bulbapedia.bulbagarden.net/wiki/Staryu_(Pokémon),
be3a992b-777d-4b86-9ef2-ee1de26b5e21,121,Standard,starmie,Starmie,70,60,Slow,20,Water3,,https://bulbapedia.bulbagarden.net/wiki/Starmie_(Pokémon),
b0cfdcdb-80b7-495f-a818-1a6c25da96ce,122,Standard,mr-mime,Mr. Mime,70,45,MediumFast,25,HumanLike,,https://bulbapedia.bulbagarden.net/wiki/Mr._Mime_(Pokémon),
6c3801b4-253a-48d8-a3cb-964c639d4644,123,Standard,scyther,Scyther,70,45,MediumFast,25,Bug,,https://bulbapedia.bulbagarden.net/wiki/Scyther_(Pokémon),
dc8e5c7d-b696-40da-9586-2749a9d20d9c,124,Standard,jynx,Jynx,70,45,MediumFast,25,HumanLike,,https://bulbapedia.bulbagarden.net/wiki/Jynx_(Pokémon),
384de7ba-26d9-4513-93ca-b760d3ba8683,125,Standard,electabuzz,Electabuzz,70,45,MediumFast,25,HumanLike,,https://bulbapedia.bulbagarden.net/wiki/Electabuzz_(Pokémon),
76b12459-643c-41ed-8042-d5dc32d8e39c,126,Standard,magmar,Magmar,70,45,MediumFast,25,HumanLike,,https://bulbapedia.bulbagarden.net/wiki/Magmar_(Pokémon),
112c0e2a-61a5-4358-90c9-c883b825ac3f,127,Standard,pinsir,Pinsir,70,45,Slow,25,Bug,,https://bulbapedia.bulbagarden.net/wiki/Pinsir_(Pokémon),
d7d6506c-7cff-44e1-9bcf-cef1b7909112,128,Standard,tauros,Tauros,70,45,Slow,20,Field,,https://bulbapedia.bulbagarden.net/wiki/Tauros_(Pokémon),
6cea3253-2f67-4076-88b8-bbfc239be9f7,129,Standard,magikarp,Magikarp,70,255,Slow,5,Water2,Dragon,https://bulbapedia.bulbagarden.net/wiki/Magikarp_(Pokémon),
f4c9e558-420a-48ba-a773-03246761c2b4,130,Standard,gyarados,Gyarados,70,45,Slow,5,Water2,Dragon,https://bulbapedia.bulbagarden.net/wiki/Gyarados_(Pokémon),
0e260e0d-388c-4282-9f66-eabc0a37115f,131,Standard,lapras,Lapras,70,45,Slow,40,Monster,Water1,https://bulbapedia.bulbagarden.net/wiki/Lapras_(Pokémon),
cc505a5d-92a9-4c64-9396-454e892f5e58,132,Standard,ditto,Ditto,70,35,MediumFast,20,Ditto,,https://bulbapedia.bulbagarden.net/wiki/Ditto_(Pokémon),
4d1a5190-87d9-4bb3-8cac-06e73dc207fb,133,Standard,eevee,Eevee,70,45,MediumFast,35,Field,,https://bulbapedia.bulbagarden.net/wiki/Eevee_(Pokémon),
e48eb9cc-29fa-4fd3-a742-d141c688cab2,134,Standard,vaporeon,Vaporeon,70,45,MediumFast,35,Field,,https://bulbapedia.bulbagarden.net/wiki/Vaporeon_(Pokémon),
ad536733-92da-438a-98a8-6426135bb55a,135,Standard,jolteon,Jolteon,70,45,MediumFast,35,Field,,https://bulbapedia.bulbagarden.net/wiki/Jolteon_(Pokémon),
0f97a8dd-f55f-478a-bbaf-1a2273868021,136,Standard,flareon,Flareon,70,45,MediumFast,35,Field,,https://bulbapedia.bulbagarden.net/wiki/Flareon_(Pokémon),
bf118ef6-7861-4059-9792-1baed0fe8588,137,Standard,porygon,Porygon,70,45,MediumFast,20,Mineral,,https://bulbapedia.bulbagarden.net/wiki/Porygon_(Pokémon),
cb9749a5-ed28-4dc8-a22a-362b0a47ba66,138,Standard,omanyte,Omanyte,70,45,MediumFast,30,Water1,Water3,https://bulbapedia.bulbagarden.net/wiki/Omanyte_(Pokémon),
0ca7dbe0-4c69-4c6a-9f77-753662759efb,139,Standard,omastar,Omastar,70,45,MediumFast,30,Water1,Water3,https://bulbapedia.bulbagarden.net/wiki/Omastar_(Pokémon),
5dc37ec9-0700-44c2-835f-26c55fd2b599,140,Standard,kabuto,Kabuto,70,45,MediumFast,30,Water1,Water3,https://bulbapedia.bulbagarden.net/wiki/Kabuto_(Pokémon),
584e2ce6-e218-457b-ae48-127880b794d0,141,Standard,kabutops,Kabutops,70,45,MediumFast,30,Water1,Water3,https://bulbapedia.bulbagarden.net/wiki/Kabutops_(Pokémon),
