id,species,is_default,unique_name,display_name,genus,description,gender_ratio,can_change_form,url,notes
979627de-3714-4b36-b843-84a46614ed98,pidgey,True,pidgey,Pidgey,Tiny Bird,,4,False,https://bulbapedia.bulbagarden.net/wiki/Pidgey_(Pokémon),
f1b4f79e-e204-4334-9a58-975eb962fc76,pidgeotto,True,pidgeotto,Pidgeotto,Bird,,4,False,https://bulbapedia.bulbagarden.net/wiki/Pidgeotto_(Pokémon),
8caf5731-29d3-49b1-8b5f-043af6c82b1f,pidgeot,True,pidgeot,Pidgeot,Bird,,4,True,https://bulbapedia.bulbagarden.net/wiki/Pidgeot_(Pokémon),
5dc51bf2-3ee5-46be-b8df-d3f8f511212c,rattata,True,rattata,Rattata,Mouse,,4,False,https://bulbapedia.bulbagarden.net/wiki/Rattata_(Pokémon),
dc25c843-a5e8-4192-b7fe-a8a1f3bcccf1,raticate,True,raticate,Raticate,Mouse,,4,False,https://bulbapedia.bulbagarden.net/wiki/Raticate_(Pokémon),
b86c1b0f-dc73-4c57-90aa-93ab839f0011,spearow,True,spearow,Spearow,Tiny Bird,,4,False,https://bulbapedia.bulbagarden.net/wiki/Spearow_(Pokémon),
bf36f971-a0a3-44c1-8dc3-d0bc31b23f88,fearow,True,fearow,Fearow,Beak,,4,False,https://bulbapedia.bulbagarden.net/wiki/Fearow_(Pokémon),
c4bea9d9-54a2-4352-8082-166753cf2c46,ekans,True,ekans,Ekans,Snake,,4,False,https://bulbapedia.bulbagarden.net/wiki/Ekans_(Pokémon),
f79e07b3-3098-4ba4-ad3a-5e2bc1fc01e3,arbok,True,arbok,Arbok,Cobra,,4,False,https://bulbapedia.bulbagarden.net/wiki/Arbok_(Pokémon),
2400bbb3-7b32-48c2-948c-66b69f472fa5,pikachu,True,pikachu,Pikachu,Mouse,,4,False,https://bulbapedia.bulbagarden.net/wiki/Pikachu_(Pokémon),
8ba52a00-8dbf-4394-9ea2-2cc546981a78,raichu,True,raichu,Raichu,Mouse,,4,False,https://bulbapedia.bulbagarden.net/wiki/Raichu_(Pokémon),
b3001712-cbcc-4b18-badb-c1955b989669,sandshrew,True,sandshrew,Sandshrew,Mouse,,4,False,https://bulbapedia.bulbagarden.net/wiki/Sandshrew_(Pokémon),
8538902c-90d5-4dc9-8c40-43c1ec9a4d22,sandslash,True,sandslash,Sandslash,Mouse,,4,False,https://bulbapedia.bulbagarden.net/wiki/Sandslash_(Pokémon),
47aa0ff9-1e81-4996-9ad8-d169b422915b,nidoran-f,True,nidoran-f,Nidoran♀,Poison Pin,,0,False,https://bulbapedia.bulbagarden.net/wiki/Nidoran♀_(Pokémon),
c3570b74-0ead-4bd8-ad55-fa9a72567d86,nidorina,True,nidorina,Nidorina,Poison Pin,,0,False,https://bulbapedia.bulbagarden.net/wiki/Nidorina_(Pokémon),
3b66d0d7-9826-48ea-b0f8-efec8499ebe4,nidoqueen,True,nidoqueen,Nidoqueen,Drill,,0,False,https://bulbapedia.bulbagarden.net/wiki/Nidoqueen_(Pokémon),
7dda36d8-3b1a-4ea2-ab35-272dc1339530,nidoran-m,True,nidoran-m,Nidoran♂,Poison Pin,,8,False,https://bulbapedia.bulbagarden.net/wiki/Nidoran♂_(Pokémon),
a29ac2d5-4cf7-497e-aad2-c4c10aa55bd4,nidorino,True,nidorino,Nidorino,Poison Pin,,8,False,https://bulbapedia.bulbagarden.net/wiki/Nidorino_(Pokémon),
25124a38-5764-4e49-be17-810f1d083222,nidoking,True,nidoking,Nidoking,Drill,,8,False,https://bulbapedia.bulbagarden.net/wiki/Nidoking_(Pokémon),
c7f027ca-7a9d-4b29-a196-37da635c04f9,clefairy,True,clefairy,Clefairy,Fairy,,2,False,https://bulbapedia.bulbagarden.net/wiki/Clefairy_(Pokémon),
9d73833c-0e33-4fd8-a008-e026ed67ecc3,clefable,True,clefable,Clefable,Fairy,,2,False,https://bulbapedia.bulbagarden.net/wiki/Clefable_(Pokémon),
1d435ee2-c303-4698-a01a-6799ababdd5b,vulpix,True,vulpix,Vulpix,Fox,,2,False,https://bulbapedia.bulbagarden.net/wiki/Vulpix_(Pokémon),
bda07941-81ce-4160-95a7-aba350feeeb8,ninetales,True,ninetales,Ninetales,Fox,,2,False,https://bulbapedia.bulbagarden.net/wiki/Ninetales_(Pokémon),
b5122974-3526-4388-9799-34f6805e4085,jigglypuff,True,jigglypuff,Jigglypuff,Balloon,,2,False,https://bulbapedia.bulbagarden.net/wiki/Jigglypuff_(Pokémon),
5747ea59-9524-4b4a-8e24-e4fb2c9dcc83,wigglytuff,True,wigglytuff,Wigglytuff,Balloon,,2,False,https://bulbapedia.bulbagarden.net/wiki/Wigglytuff_(Pokémon),
f6915d60-669a-4c90-802d-7babcde2a77a,zubat,True,zubat,Zubat,Bat,,4,False,https://bulbapedia.bulbagarden.net/wiki/Zubat_(Pokémon),
cba9c271-5b90-4645-9828-be325abe062d,golbat,True,golbat,Golbat,Bat,,4,False,https://bulbapedia.bulbagarden.net/wiki/Golbat_(Pokémon),
526e8bf5-afa7-41fa-9f6a-3d615b49e06d,oddish,True,oddish,Oddish,Weed,,4,False,https://bulbapedia.bulbagarden.net/wiki/Oddish_(Pokémon),
f77b50d2-7dd3-49f8-920e-d87147d9cf67,gloom,True,gloom,Gloom,Weed,,4,False,https://bulbapedia.bulbagarden.net/wiki/Gloom_(Pokémon),
5b6ebb17-4200-4a5a-a54e-ff5598e05324,vileplume,True,vileplume,Vileplume,Flower,,4,False,https://bulbapedia.bulbagarden.net/wiki/Vileplume_(Pokémon),
80139268-ee78-418d-91e2-202bde4aa582,paras,True,paras,Paras,Mushroom,,4,False,https://bulbapedia.bulbagarden.net/wiki/Paras_(Pokémon),
9199d491-9e71-427f-873a-e9b906c02ec0,parasect,True,parasect,Parasect,Mushroom,,4,False,https://bulbapedia.bulbagarden.net/wiki/Parasect_(Pokémon),
229ada87-1d98-479a-8f49-8dd3e1c80f25,venonat,True,venonat,Venonat,Insect,,4,False,https://bulbapedia.bulbagarden.net/wiki/Venonat_(Pokémon),
4b7b9278-eb96-4116-8967-41e1e80afd1c,venomoth,True,venomoth,Venomoth,Poison Moth,,4,False,https://bulbapedia.bulbagarden.net/wiki/Venomoth_(Pokémon),
c990c74a-23c9-420b-ae27-5b4e8f091897,diglett,True,diglett,Diglett,Mole,,4,False,https://bulbapedia.bulbagarden.net/wiki/Diglett_(Pokémon),
e0f14c23-bf46-4ac4-b039-85238db4879e,dugtrio,True,dugtrio,Dugtrio,Mole,,4,False,https://bulbapedia.bulbagarden.net/wiki/Dugtrio_(Pokémon),
83683f41-d913-40c3-b566-c677d02a6445,meowth,True,meowth,Meowth,Scratch Cat,,4,False,https://bulbapedia.bulbagarden.net/wiki/Meowth_(Pokémon),
5c4cdf5c-c8c4-4d30-b6b6-03a614f425bd,persian,True,persian,Persian,Classy Cat,,4,False,https://bulbapedia.bulbagarden.net/wiki/Persian_(Pokémon),
3202da49-601a-4bf9-bca2-bac6a36ad7c3,psyduck,True,psyduck,Psyduck,Duck,,4,False,https://bulbapedia.bulbagarden.net/wiki/Psyduck_(Pokémon),
131a565d-24bd-46f7-b629-226821e626c2,golduck,True,golduck,Golduck,Duck,,4,False,https://bulbapedia.bulbagarden.net/wiki/Golduck_(Pokémon),
c8b61a45-efac-4104-a34b-f4c995cbec2e,mankey,True,mankey,Mankey,Pig Monkey,,4,False,https://bulbapedia.bulbagarden.net/wiki/Mankey_(Pokémon),
7c30c579-3eb6-4607-89b1-a20c465f1654,primeape,True,primeape,Primeape,Pig Monkey,,4,False,https://bulbapedia.bulbagarden.net/wiki/Primeape_(Pokémon),
36156407-ce24-404a-9740-6fbe1fe2b52c,growlithe,True,growlithe,Growlithe,Puppy,,6,False,https://bulbapedia.bulbagarden.net/wiki/Growlithe_(Pokémon),
3ed64808-85de-4d13-854f-5bf9ad554770,arcanine,True,arcanine,Arcanine,Legendary,,6,False,https://bulbapedia.bulbagarden.net/wiki/Arcanine_(Pokémon),
fe4a8bd2-4b6d-4665-8001-9eb052668c75,poliwag,True,poliwag,Poliwag,Tadpole,,4,False,https://bulbapedia.bulbagarden.net/wiki/Poliwag_(Pokémon),
a6c8eb39-6a09-4243-a582-9d9351d17a4e,poliwhirl,True,poliwhirl,Poliwhirl,Tadpole,,4,False,https://bulbapedia.bulbagarden.net/wiki/Poliwhirl_(Pokémon),
7deff55d-9fb4-43ce-a282-19bc401884cf,poliwrath,True,poliwrath,Poliwrath,Tadpole,,4,False,https://bulbapedia.bulbagarden.net/wiki/Poliwrath_(Pokémon),
584ba66f-6d7c-4d96-b56b-c75cec350c9e,abra,True,abra,Abra,Psi,,6,False,https://bulbapedia.bulbagarden.net/wiki/Abra_(Pokémon),
4793e17f-860d-424f-92c2-62b4b2c14956,kadabra,True,kadabra,Kadabra,Psi,,6,False,https://bulbapedia.bulbagarden.net/wiki/Kadabra_(Pokémon),
d966a1c6-ef5f-42c5-8f0f-35aed10520bb,alakazam,True,alakazam,Alakazam,Psi,,6,True,https://bulbapedia.bulbagarden.net/wiki/Alakazam_(Pokémon),
f6924cae-5ca3-4682-8f47-9775f671b412,machop,True,machop,Machop,Superpower,,6,False,https://bulbapedia.bulbagarden.net/wiki/Machop_(Pokémon),
9f0021fb-c5b7-4e95-8a34-a5e3724a88d1,machoke,True,machoke,Machoke,Superpower,,6,False,https://bulbapedia.bulbagarden.net/wiki/Machoke_(Pokémon),
e8bcacff-7968-41b9-9f59-46473afec68a,machamp,True,machamp,Machamp,Superpower,,6,False,https://bulbapedia.bulbagarden.net/wiki/Machamp_(Pokémon),
c3794b48-8f57-4fff-b105-bc6053ecf0a9,bellsprout,True,bellsprout,Bellsprout,Flower,,4,False,https://bulbapedia.bulbagarden.net/wiki/Bellsprout_(Pokémon),
f248d91f-8a96-411c-8c6f-b851d6166e98,weepinbell,True,weepinbell,Weepinbell,Flycatcher,,4,False,https://bulbapedia.bulbagarden.net/wiki/Weepinbell_(Pokémon),
307f8c99-d467-4431-8ee8-c70c4040f1a1,victreebel,True,victreebel,Victreebel,Flycatcher,,4,False,https://bulbapedia.bulbagarden.net/wiki/Victreebel_(Pokémon),
c95fdd17-1453-4c52-b560-a1648a2bbeb7,tentacool,True,tentacool,Tentacool,Jellyfish,,4,False,https://bulbapedia.bulbagarden.net/wiki/Tentacool_(Pokémon),
bef4a987-e6b0-4f30-a2c6-5cd102b161fa,tentacruel,True,tentacruel,Tentacruel,Jellyfish,,4,False,https://bulbapedia.bulbagarden.net/wiki/Tentacruel_(Pokémon),
7bdce63f-ecb5-4ccb-814a-ca947e4ee34b,geodude,True,geodude,Geodude,Rock,,4,False,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pokémon),
28ddf57b-d00d-4db6-8399-2c200eb49564,graveler,True,graveler,Graveler,Rock,,4,False,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pokémon),
856aceaa-718f-4ea5-829e-371718dac35d,golem,True,golem,Golem,Megaton,,4,False,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pokémon),
eee1f342-46cc-450f-abfc-2ab5c3a320d7,ponyta,True,ponyta,Ponyta,Fire Horse,,4,False,https://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pokémon),
8ed6b8ec-a7ac-4c0f-8e80-eb43b4cfa14e,rapidash,True,rapidash,Rapidash,Fire Horse,,4,False,https://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pokémon),
b15780f6-c0a5-4692-89c8-68e540d64263,slowpoke,True,slowpoke,Slowpoke,Dopey,,4,False,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pokémon),
e58db51b-f46b-421d-ae3f-e209b33a0dab,slowbro,True,slowbro,Slowbro,Hermit Crab,,4,True,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pokémon),
a26e5d1e-e3e0-4b65-85c6-25a0869804a5,magnemite,True,magnemite,Magnemite,Magnet,,,False,https://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pokémon),
bf1f25f6-5d7a-4676-9c35-8f00afea25eb,magneton,True,magneton,Magneton,Magnet,,,False,https://bulbapedia.bulbagarden.net/wiki/Magneton_(Pokémon),
aaa0a736-8789-4c07-a6ee-76ea1c1bbcfc,farfetchd,True,farfetchd,Farfetch’d,Wild Duck,,4,False,https://bulbapedia.bulbagarden.net/wiki/Farfetch’d_(Pokémon),
646214f1-4618-4234-9463-57a320af0730,doduo,True,doduo,Doduo,Twin Bird,,4,False,https://bulbapedia.bulbagarden.net/wiki/Doduo_(Pokémon),
56ebe301-0afe-46e9-bfa6-ed7b9ba3cd13,dodrio,True,dodrio,Dodrio,Triple Bird,,4,False,https://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pokémon),
8b137928-c49f-4709-b4ba-87e504a060fb,seel,True,seel,Seel,Sea Lion,,4,False,https://bulbapedia.bulbagarden.net/wiki/Seel_(Pokémon),
48bf46b1-83bb-4ffd-aa61-13a1fe7c6ec3,dewgong,True,dewgong,Dewgong,Sea Lion,,4,False,https://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pokémon),
9afe6bf7-e574-4045-a35b-97cf8db15512,grimer,True,grimer,Grimer,Sludge,,4,False,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pokémon),
8f2f2e78-90b2-458d-9a9c-d27665ae470d,muk,True,muk,Muk,Sludge,,4,False,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pokémon),
ad05030d-9cc4-4bf7-bb81-9191f0aee271,shellder,True,shellder,Shellder,Bivalve,,4,False,https://bulbapedia.bulbagarden.net/wiki/Shellder_(Pokémon),
ae3716cd-6267-4c84-85cc-e35cf0ed6152,cloyster,True,cloyster,Cloyster,Bivalve,,4,False,https://bulbapedia.bulbagarden.net/wiki/Cloyster_(Pokémon),
4a04224c-3146-4268-a185-9ae7fe9738f2,gastly,True,gastly,Gastly,Gas,,4,False,https://bulbapedia.bulbagarden.net/wiki/Gastly_(Pokémon),
c424e70c-4e10-42b1-968b-07bafea1185e,haunter,True,haunter,Haunter,Gas,,4,False,https://bulbapedia.bulbagarden.net/wiki/Haunter_(Pokémon),
8124c5a8-43a2-4dce-80f8-59226c93075c,gengar,True,gengar,Gengar,Shadow,,4,True,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pokémon),
94240ad8-0a77-40a3-aa69-1baf5c1922d7,onix,True,onix,Onix,Rock Snake,,4,False,https://bulbapedia.bulbagarden.net/wiki/Onix_(Pokémon),
87522d22-4fbc-4bf6-a3b3-27d6e78a486a,drowzee,True,drowzee,Drowzee,Hypnosis,,4,False,https://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pokémon),
ef5fb81d-04cb-4418-975e-176a2277c68c,hypno,True,hypno,Hypno,Hypnosis,,4,False,https://bulbapedia.bulbagarden.net/wiki/Hypno_(Pokémon),
263b726f-77ef-4eba-9d01-b6290cbbb57d,krabby,True,krabby,Krabby,River Crab,,4,False,https://bulbapedia.bulbagarden.net/wiki/Krabby_(Pokémon),
f1a1f2cd-f5b3-4d5e-bdd0-08aa826f801a,kingler,True,kingler,Kingler,Pincer,,4,False,https://bulbapedia.bulbagarden.net/wiki/Kingler_(Pokémon),
e6349983-f078-472a-bbb0-6ef3e040d3a4,voltorb,True,voltorb,Voltorb,Ball,,,False,https://bulbapedia.bulbagarden.net/wiki/Voltorb_(Pokémon),
0353f280-887b-4de4-9196-1b289ca818e5,electrode,True,electrode,Electrode,Ball,,,False,https://bulbapedia.bulbagarden.net/wiki/Electrode_(Pokémon),
dea79745-673e-4056-a54e-033de436e768,exeggcute,True,exeggcute,Exeggcute,Egg,,4,False,https://bulbapedia.bulbagarden.net/wiki/Exeggcute_(Pokémon),
5c8de729-0467-433e-87c7-eb5ef8970f4a,exeggutor,True,exeggutor,Exeggutor,Coconut,,4,False,https://bulbapedia.bulbagarden.net/wiki/Exeggutor_(Pokémon),
b83871e1-bc07-4257-831d-8a95369f7e33,cubone,True,cubone,Cubone,Lonely,,4,False,https://bulbapedia.bulbagarden.net/wiki/Cubone_(Pokémon),
198e6f23-c4c3-42db-89cc-d94f33dc12b7,marowak,True,marowak,Marowak,Bone Keeper,,4,False,https://bulbapedia.bulbagarden.net/wiki/Marowak_(Pokémon),
ff19e264-0a29-4a70-8721-0c45232b57d0,hitmonlee,True,hitmonlee,Hitmonlee,Kicking,,8,False,https://bulbapedia.bulbagarden.net/wiki/Hitmonlee_(Pokémon),
b496f755-3284-4cf5-85ea-711a11e6628b,hitmonchan,True,hitmonchan,Hitmonchan,Punching,,8,False,https://bulbapedia.bulbagarden.net/wiki/Hitmonchan_(Pokémon),
1b136245-0029-4273-a366-c8f31e42580e,lickitung,True,lickitung,Lickitung,Licking,,4,False,https://bulbapedia.bulbagarden.net/wiki/Lickitung_(Pokémon),
34936b9e-fbb1-4543-89f0-a1df73253a16,koffing,True,koffing,Koffing,Poison Gas,,4,False,https://bulbapedia.bulbagarden.net/wiki/Koffing_(Pokémon),
304ef8ed-290a-4be3-af72-16153e7374d4,weezing,True,weezing,Weezing,Poison Gas,,4,False,https://bulbapedia.bulbagarden.net/wiki/Weezing_(Pokémon),
c8188ad0-9ef9-4e89-9bc7-0e59f239c718,rhyhorn,True,rhyhorn,Rhyhorn,Spikes,,4,False,https://bulbapedia.bulbagarden.net/wiki/Rhyhorn_(Pokémon),
3458ae9b-0b6f-4f69-8f37-4033ecb7abe5,rhydon,True,rhydon,Rhydon,Drill,,4,False,https://bulbapedia.bulbagarden.net/wiki/Rhydon_(Pokémon),
6562d502-13a2-48d0-a7b1-35797d9f4488,chansey,True,chansey,Chansey,Egg,,0,False,https://bulbapedia.bulbagarden.net/wiki/Chansey_(Pokémon),
d624171b-2ee4-4e66-8a41-e768f9fd3d89,tangela,True,tangela,Tangela,Vine,,4,False,https://bulbapedia.bulbagarden.net/wiki/Tangela_(Pokémon),
f08d2764-0001-4ab6-a92a-2ce70e67513e,kangaskhan,True,kangaskhan,Kangaskhan,Parent,,0,True,https://bulbapedia.bulbagarden.net/wiki/Kangaskhan_(Pokémon),
27203f74-bdf5-408e-9c60-5ba71d873cb0,horsea,True,horsea,Horsea,Dragon,,4,False,https://bulbapedia.bulbagarden.net/wiki/Horsea_(Pokémon),
b144f3ba-9158-40fa-b5b2-899f5eb3e930,seadra,True,seadra,Seadra,Dragon,,4,False,https://bulbapedia.bulbagarden.net/wiki/Seadra_(Pokémon),
2ac2f434-eb02-4d04-9714-63157829c324,goldeen,True,goldeen,Goldeen,Goldfish,,4,False,https://bulbapedia.bulbagarden.net/wiki/Goldeen_(Pokémon),
09ee3918-ce09-45e5-9fe4-a730a39b8cab,seaking,True,seaking,Seaking,Goldfish,,4,False,https://bulbapedia.bulbagarden.net/wiki/Seaking_(Pokémon),
b7dd738b-270f-4a9b-a33f-2a02fdb000a1,staryu,True,staryu,Staryu,Star Shape,,,False,https://bulbapedia.bulbagarden.net/wiki/Staryu_(Pokémon),
52257925-b982-4e06-8327-328995c4e264,starmie,True,starmie,Starmie,Mysterious,,,False,https://bulbapedia.bulbagarden.net/wiki/Starmie_(Pokémon),
41ac9402-d944-4162-b2c7-839f5d9bb6d6,mr-mime,True,mr-mime,Mr. Mime,Barrier,,4,False,https://bulbapedia.bulbagarden.net/wiki/Mr._Mime_(Pokémon),
fb0865a6-c96c-450a-82b8-925b404bdaaf,scyther,True,scyther,Scyther,Mantis,,4,False,https://bulbapedia.bulbagarden.net/wiki/Scyther_(Pokémon),
64d9660c-3414-4715-b7fa-bcd818cf639e,jynx,True,jynx,Jynx,Human Shape,,0,False,https://bulbapedia.bulbagarden.net/wiki/Jynx_(Pokémon),
33f1ebb2-04c2-4cb7-b6cf-bbb7551f0b80,electabuzz,True,electabuzz,Electabuzz,Electric,,6,False,https://bulbapedia.bulbagarden.net/wiki/Electabuzz_(Pokémon),
b9570e97-844d-4c8b-9c1e-300f87ce253a,magmar,True,magmar,Magmar,Spitfire,,6,False,https://bulbapedia.bulbagarden.net/wiki/Magmar_(Pokémon),
827b7742-ffa4-450c-862d-0059dc58b6ec,pinsir,True,pinsir,Pinsir,Stag Beetle,,4,True,https://bulbapedia.bulbagarden.net/wiki/Pinsir_(Pokémon),
c5b24e95-26a3-4e44-9503-37950c6c1b4b,tauros,True,tauros,Tauros,Wild Bull,,8,False,https://bulbapedia.bulbagarden.net/wiki/Tauros_(Pokémon),
460a78e8-0c21-4653-9580-1357c377b262,magikarp,True,magikarp,Magikarp,Fish,,4,False,https://bulbapedia.bulbagarden.net/wiki/Magikarp_(Pokémon),
f605ba61-be10-4338-98d6-9e0ce910b721,gyarados,True,gyarados,Gyarados,Atrocious,,4,True,https://bulbapedia.bulbagarden.net/wiki/Gyarados_(Pokémon),
ba3e308d-1992-478f-ba08-c56b15b0fca6,lapras,True,lapras,Lapras,Transport,,4,False,https://bulbapedia.bulbagarden.net/wiki/Lapras_(Pokémon),
fe1cc1c0-b07b-4357-bc1a-6d2fb50fac7e,ditto,True,ditto,Ditto,Transform,,,False,https://bulbapedia.bulbagarden.net/wiki/Ditto_(Pokémon),
a0675e5f-b06a-43d6-acdd-d9ad4f5580da,eevee,True,eevee,Eevee,Evolution,,7,False,https://bulbapedia.bulbagarden.net/wiki/Eevee_(Pokémon),
d26dcfb9-5996-45e9-ac7b-95ed091eaed3,vaporeon,True,vaporeon,Vaporeon,Bubble Jet,,7,False,https://bulbapedia.bulbagarden.net/wiki/Vaporeon_(Pokémon),
a262735a-d57c-4993-b4a5-e2788b40a5de,jolteon,True,jolteon,Jolteon,Lightning,,7,False,https://bulbapedia.bulbagarden.net/wiki/Jolteon_(Pokémon),
2bb741df-ad50-42b2-970d-ac9553091650,flareon,True,flareon,Flareon,Flame,,7,False,https://bulbapedia.bulbagarden.net/wiki/Flareon_(Pokémon),
913b5769-9156-4633-b649-58ef568e2b31,porygon,True,porygon,Porygon,Virtual,,,False,https://bulbapedia.bulbagarden.net/wiki/Porygon_(Pokémon),
3c91272a-cdff-4059-af77-093e22556bbb,omanyte,True,omanyte,Omanyte,Spiral,,7,False,https://bulbapedia.bulbagarden.net/wiki/Omanyte_(Pokémon),
a6b98439-6d55-4a32-83a7-52aefb40f6b9,omastar,True,omastar,Omastar,Spiral,,7,False,https://bulbapedia.bulbagarden.net/wiki/Omastar_(Pokémon),
933f95b5-64d5-4b81-891e-3e53240b391a,kabuto,True,kabuto,Kabuto,Shellfish,,7,False,https://bulbapedia.bulbagarden.net/wiki/Kabuto_(Pokémon),
1697b5a3-5739-4090-986e-580059d9adf9,kabutops,True,kabutops,Kabutops,Shellfish,,7,False,https://bulbapedia.bulbagarden.net/wiki/Kabutops_(Pokémon),
9a9692ac-3734-4950-a26c-a6fee6b54576,aerodactyl,True,aerodactyl,Aerodactyl,Fossil,,7,True,https://bulbapedia.bulbagarden.net/wiki/Aerodactyl_(Pokémon),
544f1f67-b63c-4ee9-a34c-63b4abfc3819,snorlax,True,snorlax,Snorlax,Sleeping,,7,False,https://bulbapedia.bulbagarden.net/wiki/Snorlax_(Pokémon),
c031b7e5-ecb7-4e72-8f3e-8edb136e4d4e,articuno,True,articuno,Articuno,Freeze,,,False,https://bulbapedia.bulbagarden.net/wiki/Articuno_(Pokémon),
cfbfda88-9845-4605-bb0b-0ef69f627dac,zapdos,True,zapdos,Zapdos,Electric,,,False,https://bulbapedia.bulbagarden.net/wiki/Zapdos_(Pokémon),
8a837411-d97f-40f4-9e4b-238c6106f5ed,moltres,True,moltres,Moltres,Flame,,,False,https://bulbapedia.bulbagarden.net/wiki/Moltres_(Pokémon),
b694ce4c-20c1-4b08-8d1c-2849585c3342,dratini,True,dratini,Dratini,Dragon,,4,False,https://bulbapedia.bulbagarden.net/wiki/Dratini_(Pokémon),
0715b677-46e6-4719-837a-30cf4ff892fd,dragonair,True,dragonair,Dragonair,Dragon,,4,False,https://bulbapedia.bulbagarden.net/wiki/Dragonair_(Pokémon),
b06984cc-98f0-41ed-890a-ced7ae3ead0d,dragonite,True,dragonite,Dragonite,Dragon,,4,False,https://bulbapedia.bulbagarden.net/wiki/Dragonite_(Pokémon),
bab56d91-ef78-46f0-95df-880853edc221,mewtwo,True,mewtwo,Mewtwo,Genetic,,,True,https://bulbapedia.bulbagarden.net/wiki/Mewtwo_(Pokémon),
6555c371-f0a0-430b-ba9a-6fa6e076efb9,mew,True,mew,Mew,New Species,,,False,https://bulbapedia.bulbagarden.net/wiki/Mew_(Pokémon),
1bb90cde-b7c0-4fee-a6e5-d021a361073c,chikorita,True,chikorita,Chikorita,Leaf,,7,False,https://bulbapedia.bulbagarden.net/wiki/Chikorita_(Pokémon),
88c415cd-64cb-4dcf-ad06-3f361f9b205f,bayleef,True,bayleef,Bayleef,Leaf,,7,False,https://bulbapedia.bulbagarden.net/wiki/Bayleef_(Pokémon),
a6874ed7-7edb-4c78-b0c3-6e1fb9b7fff4,meganium,True,meganium,Meganium,Herb,,7,False,https://bulbapedia.bulbagarden.net/wiki/Meganium_(Pokémon),
