id,type,category,unique_name,display_name,description,accuracy,power,power_points,url,notes
666fbcaa-a8c8-4b0f-946b-2e6dc1a173a9,Grass,Physical,bullet-seed,Bullet Seed,The user attacks by forcefully shooting seeds at the target. This move hits two to five times in a row.,100,25,30,https://bulbapedia.bulbagarden.net/wiki/Bullet_Seed_(move),
5c5519d1-f53a-42c6-9085-2b2c0b206821,Fairy,Status,charm,Charm,"The user gazes at the target rather charmingly, making it less wary. This harshly lowers the target's Attack stat.",100,,20,https://bulbapedia.bulbagarden.net/wiki/Charm_(move),
eee54cde-9982-4ecd-abc4-4bbf3b28964a,Psychic,Special,confusion,Confusion,The target is hit with a weak telekinetic force to inflict damage. This may also confuse the target.,100,50,25,https://bulbapedia.bulbagarden.net/wiki/Confusion_(move),10% chance of confusing the target
d3e5c45f-d5da-462e-8990-105b2a0889f7,Normal,Status,copycat,Copycat,The user mimics the move used immediately before it. The move fails if no other move has been used yet.,,,20,https://bulbapedia.bulbagarden.net/wiki/Copycat_(move),
1c540742-0ad3-4aed-aafa-c63481c4d408,Fighting,Physical,counter,Counter,"A retaliatory attack that counters any physical move, inflicting double the damage taken.",100,,20,https://bulbapedia.bulbagarden.net/wiki/Counter_(move),
25bf4a2a-bcef-4b22-96ea-ceab77d72ae3,Normal,Physical,covet,Covet,"The user endearingly approaches the target, then steals the target's held item.",100,60,25,https://bulbapedia.bulbagarden.net/wiki/Covet_(move),
83fc375f-24b2-4e02-a56d-1e737fb02858,Fairy,Special,dazzling-gleam,Dazzling Gleam,The user damages opposing Pokémon by emitting a powerful flash.,100,80,10,https://bulbapedia.bulbagarden.net/wiki/Dazzling_Gleam_(move),
1376b832-3054-4990-bffd-5c6b29748809,Normal,Status,defense-curl,Defense Curl,The user curls up and boosts its Defense stat.,,,40,https://bulbapedia.bulbagarden.net/wiki/Defense_Curl_(move),
24cbd10f-40a6-4feb-8c8b-e6b28bb51e2c,Normal,Physical,double-edge,Double-Edge,A reckless life-risking tackle in which the user rushes the target. This also damages the user quite a lot.,100,120,15,https://bulbapedia.bulbagarden.net/wiki/Double-Edge_(move),
49fe2b21-1fe4-4f84-aead-353f4f8a4dfd,Fairy,Special,draining-kiss,Draining Kiss,The user steals the target's HP with a kiss. The user's HP is restored by over half the damage taken by the target.,100,50,10,https://bulbapedia.bulbagarden.net/wiki/Draining_Kiss_(move),
7ca26ebb-dcc3-4e5c-b9b6-cddd44d7eda7,Ground,Physical,earthquake,Earthquake,The user sets off an earthquake that strikes every Pokémon around it.,100,100,10,https://bulbapedia.bulbagarden.net/wiki/Earthquake_(move),Damage doubled for Pokémon during Dig semi-invulnerable turn
d36d623a-1372-4810-9abf-f2c05bd20adf,Fire,Special,ember,Ember,The target is attacked with small flames. This may also leave the target with a burn.,100,40,25,https://bulbapedia.bulbagarden.net/wiki/Ember_(move),
91cc2320-0566-4b66-8d41-7f31bc8d389b,Normal,Physical,endeavor,Endeavor,The user inflicts damage by cutting down the target's HP to roughly equal the user's HP.,100,,5,https://bulbapedia.bulbagarden.net/wiki/Endeavor_(move),
98dadf46-5eb3-4718-851c-fba04114a9eb,Normal,Status,endure,Endure,The user endures any attack with at least 1 HP. This move's chance of failing rises if used in succession.,,,10,https://bulbapedia.bulbagarden.net/wiki/Endure_(move),
b48bd8b8-ab20-4736-ad45-1b46489b06b4,Fairy,Special,fairy-wind,Fairy Wind,The user attacks by stirring up a fairy wind to strike the target.,100,40,30,https://bulbapedia.bulbagarden.net/wiki/Fairy_Wind_(move),
cb2b8c11-4499-42d9-b6be-847d349d05b0,Flying,Status,feather-dance,Feather Dance,The user covers the target's body with a mass of down that harshly lowers its Attack stat.,100,,15,https://bulbapedia.bulbagarden.net/wiki/Feather_Dance_(move),
b9e9045a-01b0-454e-9963-d701498b6b59,Fire,Physical,fire-fang,Fire Fang,The user bites with flame-cloaked fangs. This may also make the target flinch or leave it with a burn.,95,65,15,https://bulbapedia.bulbagarden.net/wiki/Fire_Fang_(move),
6c722663-426e-4a8b-bb30-6cf0ea920f59,Fire,Physical,fire-punch,Fire Punch,The target is attacked with a fiery punch. This may also leave the target with a burn.,100,75,15,https://bulbapedia.bulbagarden.net/wiki/Fire_Punch_(move),
776cb64c-0a13-4564-a2b2-ecc2d18458be,Fire,Physical,flame-charge,Flame Charge,"Cloaking itself in flame, the user attacks the target. Then, building up momentum, the user boosts its Speed stat.",100,50,20,https://bulbapedia.bulbagarden.net/wiki/Flame_Charge_(move),User Speed +1 Stage
c015c27c-4493-42e2-9d61-ee1bd2e2048d,Fire,Special,flamethrower,Flamethrower,The target is scorched with an intense blast of fire. This may also leave the target with a burn.,100,90,15,https://bulbapedia.bulbagarden.net/wiki/Flamethrower_(move),
ddc8f40d-5500-403d-8212-facee424574b,Fire,Physical,flare-blitz,Flare Blitz,The user cloaks itself in fire and charges the target to inflict damage. This also damages the user quite a lot and may leave the target with a burn.,100,120,15,https://bulbapedia.bulbagarden.net/wiki/Flare_Blitz_(move),
dba2d2b7-3bcb-46d5-b1d2-681ea7ed9049,Normal,Status,focus-energy,Focus Energy,The user takes a deep breath and focuses so that its future attacks have a heightened chance of landing critical hits.,,,30,https://bulbapedia.bulbagarden.net/wiki/Focus_Energy_(move),Focus Energy  increases the user's critical hit ratio by two stage.
3da8a1ac-e8a0-4905-9ed6-5a11692b9043,Grass,Special,giga-drain,Giga Drain,A nutrient-draining attack. The user's HP is restored by up to half the damage taken by the target.,100,75,10,https://bulbapedia.bulbagarden.net/wiki/Giga_Drain_(move),
95bcef1f-9dd4-4290-87d0-33246cc95d65,Normal,Status,growl,Growl,"The user growls in an endearing way, making opposing Pokémon less wary. This lowers their Attack stats.",100,,40,https://bulbapedia.bulbagarden.net/wiki/Growl_(move),
7e125af8-fa85-4848-91c1-f5abdb2d0f0a,Flying,Special,gust,Gust,A gust of wind is whipped up by wings and launched at the target to inflict damage.,100,40,35,https://bulbapedia.bulbagarden.net/wiki/Gust_(move),Damage doubled for Pokémon during Fly and Bounce semi-invulnerable turn
4a551d40-8a72-4c9f-bdd5-9a56b1281721,Fighting,Physical,hammer-arm,Hammer Arm,"The user swings its strong, heavy fist at the target to inflict damage. This also lowers the user's Speed stat.",90,100,10,https://bulbapedia.bulbagarden.net/wiki/Hammer_Arm_(move),User Speed -1 Stage
f748f389-ca45-4d8c-b533-83bbb94184d8,Normal,Status,harden,Harden,The user stiffens all the muscles in its body to boost its Defense stat.,,,30,https://bulbapedia.bulbagarden.net/wiki/Harden_(move),
d4433171-23d9-4bca-b202-e0988b59456a,Normal,Physical,headbutt,Headbutt,The user sticks out its head and attacks by charging straight into the target. This may also make the target flinch.,100,70,15,https://bulbapedia.bulbagarden.net/wiki/Headbutt_(move),
693da9e9-9494-4fe0-9584-1dc82d8db55b,Rock,Physical,head-smash,Head Smash,The user attacks the target with a hazardous full-power headbutt. This also damages the user terribly.,80,150,5,https://bulbapedia.bulbagarden.net/wiki/Head_Smash_(move),
5b7b12fa-6d8d-43eb-99db-a11b645fa1d3,Fire,Physical,heat-crash,Heat Crash,"The user slams into the target with its flame-covered body. The more the user outweighs the target, the greater the move's power.",100,,10,https://bulbapedia.bulbagarden.net/wiki/Heat_Crash_(move),
ad6b67cd-f0fa-4b02-afe2-6fcb937fd8c2,Normal,Status,helping-hand,Helping Hand,The user assists an ally by boosting the power of that ally's attack.,,,20,https://bulbapedia.bulbagarden.net/wiki/Helping_Hand_(move),
48f416bb-3b75-4953-ae06-27064da3b4c5,Water,Special,hydro-pump,Hydro Pump,The target is blasted by a huge volume of water launched under great pressure.,80,110,5,https://bulbapedia.bulbagarden.net/wiki/Hydro_Pump_(move),
722deed9-666f-4b44-8959-c2f1cda7b388,Ice,Physical,ice-fang,Ice Fang,The user bites with cold-infused fangs. This may also make the target flinch or leave it frozen.,95,65,15,https://bulbapedia.bulbagarden.net/wiki/Ice_Fang_(move),
ba8d8150-4a2c-4a50-bf77-535d8a2d28da,Ice,Physical,ice-punch,Ice Punch,The target is attacked with an icy punch. This may also leave the target frozen.,100,75,15,https://bulbapedia.bulbagarden.net/wiki/Ice_Punch_(move),
2b56525b-053d-473e-a5bf-af36d2b15a03,Fire,Special,incinerate,Incenerate,"The user attacks opposing Pokémon with fire. If a Pokémon is holding a certain item, such as a Berry, the item becomes burned up and unusable.",100,60,15,https://bulbapedia.bulbagarden.net/wiki/Incinerate_(move),
24c3775a-cf7c-47c2-8d18-69e25569d53d,Normal,Physical,last-resort,Last Resort,This move can be used only after the user has used all the other moves it knows in the battle.,100,140,5,https://bulbapedia.bulbagarden.net/wiki/Last_Resort_(move),
34ee4d6c-598c-446b-9681-06244008780c,Grass,Physical,leafage,Leafage,The user attacks by pelting the target with leaves.,100,40,40,https://bulbapedia.bulbagarden.net/wiki/Leafage_(move),
c82d8ffa-7464-48ea-89a7-68482d4bfbb1,Grass,Physical,leaf-blade,Leaf Blade,The user handles a sharp leaf like a sword and cuts the target to inflict damage. This move has a heightened chance of landing a critical hit.,100,90,15,https://bulbapedia.bulbagarden.net/wiki/Leaf_Blade_(move),
7f0fa43e-523a-4bd2-8907-9ff73b2c6947,Grass,Special,leaf-storm,Leaf Storm,The user whips up a storm of leaves around the target. The recoil from this move harshly lowers the user's Sp. Atk stat.,90,130,5,https://bulbapedia.bulbagarden.net/wiki/Leaf_Storm_(move),
5d1af01b-b7e4-47ce-9b12-16f0b442509c,Bug,Physical,leech-life,Leech Life,The user drains the target's blood. The user's HP is restored by up to half the damage taken by the target.,100,80,10,https://bulbapedia.bulbagarden.net/wiki/Leech_Life_(move),
671416d6-88fd-4aac-a1fa-328d7ac076f9,Psychic,Status,light-screen,Light Screen,A wondrous wall of light is put up to reduce damage from special moves for five turns.,,,30,https://bulbapedia.bulbagarden.net/wiki/Light_Screen_(move),
3d2e4623-0ba1-4444-88d7-fe497ee9bcb9,Grass,Special,mega-drain,Mega Drain,A nutrient-draining attack. The user's HP is restored by up to half the damage taken by the target.,100,40,15,https://bulbapedia.bulbagarden.net/wiki/Mega_Drain_(move),
5394f748-33e8-4853-be1f-76d3c9e1c0d3,Fairy,Status,moonlight,Moonlight,The user restores its own HP. The amount of HP regained varies with the weather.,,,5,https://bulbapedia.bulbagarden.net/wiki/Moonlight_(move),
e31b8547-3f9e-482c-bb21-878d7c478ad6,Normal,Status,morning-sun,Morning Sun,The user restores its own HP. The amount of HP regained varies with the weather.,,,5,https://bulbapedia.bulbagarden.net/wiki/Morning_Sun_(move),
78b4974c-0701-4b28-b89b-b4125a9edc86,Water,Special,muddy-water,Muddy Water,The user attacks by shooting muddy water at opposing Pokémon. This may also lower their accuracy.,85,90,10,https://bulbapedia.bulbagarden.net/wiki/Muddy_Water_(move),30% chance to lower target accuracy by one stage
9d127f1a-1292-4d63-9a2c-650a369fb1db,Ground,Special,mud-shot,Mud Shot,The user attacks by hurling a blob of mud at the target. This also lowers the target's Speed stat.,95,55,15,https://bulbapedia.bulbagarden.net/wiki/Mud_Shot_(move),
b1bb3bfb-3a72-472f-bc31-2808b7274109,Dark,Status,nasty-plot,Nasty Plot,The user stimulates its brain by thinking bad thoughts. This sharply boosts the user's Sp. Atk stat.,,,20,https://bulbapedia.bulbagarden.net/wiki/Nasty_Plot_(move),
df4b56a2-923e-41a7-be7b-770d9cfde8ac,Flying,Physical,peck,Peck,The target is jabbed with a sharply pointed beak or horn to inflict damage.,100,35,35,https://bulbapedia.bulbagarden.net/wiki/Peck_(move),
c1c71ea4-70f9-4ec7-8e3d-c066de1450b9,Ghost,Physical,phantom-force,Phantom Force,"The user vanishes somewhere, then strikes the target on the next turn. This move hits even if the target protects itself.",100,90,10,https://bulbapedia.bulbagarden.net/wiki/Phantom_Force_(move),
7f3e2aea-2522-4435-87b5-2ea85ff091b9,Flying,Physical,pluck,Pluck,"The user attacks by pecking the target. If the target is holding a Berry, the user eats it and gains its effect.",100,60,20,https://bulbapedia.bulbagarden.net/wiki/Pluck_(move),
2afaac42-80a2-419b-896d-68c4ff41573b,Poison,Status,poison-powder,Poison Powder,The user scatters a cloud of poisonous dust that poisons the target.,75,,35,https://bulbapedia.bulbagarden.net/wiki/Poison_Powder_(move),
d55d32c1-5699-46a1-988b-931ea85f586e,Poison,Physical,poison-sting,Poison Sting,The user stabs the target with a poisonous stinger to inflict damage. This may also poison the target.,100,15,35,https://bulbapedia.bulbagarden.net/wiki/Poison_Sting_(move),
5fd0648a-0f1c-46ca-9bf5-699f79e6460c,Bug,Special,pollen-puff,Pollen Puff,"The user attacks the enemy with a pollen puff that explodes. If the target is an ally, it gives the ally a pollen puff that restores its HP instead.",100,90,15,https://bulbapedia.bulbagarden.net/wiki/Pollen_Puff_(move),
d889315a-5fcb-4d81-bf4b-5d2ae99905a9,Ice,Special,powder-snow,Powder Snow,The user attacks with a chilling gust of powdery snow. This may also leave opposing Pokémon frozen.,100,40,25,https://bulbapedia.bulbagarden.net/wiki/Powder_Snow_(move),
318346be-ccf2-41a8-bcd2-8c62f0f9878f,Normal,Status,protect,Protect,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,,,10,https://bulbapedia.bulbagarden.net/wiki/Protect_(move),
2cbeb237-681e-4740-9d5e-4c63fce553ca,Psychic,Special,psybeam,Psybeam,The target is attacked with a peculiar ray. This may also confuse the target.,100,65,20,https://bulbapedia.bulbagarden.net/wiki/Psybeam_(move),10% chance of confusing the target
c87ddc5f-f4f7-4a7d-9bf4-e01d569a7a8e,Normal,Physical,quick-attack,Quick Attack,"The user lunges at the target to inflict damage, moving at blinding speed. This move always goes first.",100,40,30,https://bulbapedia.bulbagarden.net/wiki/Quick_Attack_(move),
5ba74c62-dc48-475c-b165-5251def379f2,Bug,Status,quiver-dance,Quiver Dance,"The user lightly performs a beautiful, mystic dance. This boosts the user's Sp. Atk, Sp. Def, and Speed stats.",,,20,https://bulbapedia.bulbagarden.net/wiki/Quiver_Dance_(move),
9f9ee817-ecb0-4510-b70c-ce2fef1e406a,Grass,Physical,razor-leaf,Razor Leaf,Sharp-edged leaves are launched to slash at opposing Pokémon. This move has a heightened chance of landing a critical hit.,95,55,25,https://bulbapedia.bulbagarden.net/wiki/Razor_Leaf_(move),
9292e2a6-d33f-4b2a-a103-e0202fa8d6f1,Psychic,Status,rest,Rest,The user goes to sleep for two turns. This fully restores the user's HP and cures any status conditions.,,,5,https://bulbapedia.bulbagarden.net/wiki/Rest_(move),
b9babd3f-0a6e-4738-898c-9b6d3fb88e3a,Normal,Status,roar,Roar,"The target is scared off, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.",,,20,https://bulbapedia.bulbagarden.net/wiki/Roar_(move),
a26720a2-4d9b-49cc-b7ab-3297ce5814e1,Rock,Physical,rock-slide,Rock Slide,Large boulders are hurled at opposing Pokémon to inflict damage. This may also make the opposing Pokémon flinch.,90,75,10,https://bulbapedia.bulbagarden.net/wiki/Rock_Slide_(move),Flinch 30% Chance
19f2495b-277d-49e9-b277-4c38a836ec4b,Fighting,Physical,rock-smash,Rock Smash,The user attacks with a punch. This may also lower the target's Defense stat.,100,40,15,https://bulbapedia.bulbagaden.net/wiki/Rock_Smash_(move),50% chance to lower target Defense by one stage
f1a91384-2a3e-4177-8f99-1b0e6081a604,Rock,Physical,rock-throw,Rock Throw,The user picks up and throws a small rock at the target to inflict damage.,90,50,15,https://bulbapedia.bulbagarden.net/wiki/Rock_Throw_(move),
a07e882f-f163-44a7-834e-1ff2da06d802,Rock,Physical,rollout,Rollout,The user continually rolls into the target over five turns. This attack becomes more powerful each time it hits.,90,30,20,https://bulbapedia.bulbagarden.net/wiki/Rollout_(move),
a83b716d-21f7-4cb3-afe5-889ecb1166a0,Ground,Status,sand-attack,Sand Attack,"Sand is hurled in the target's face, lowering the target's accuracy.",100,,15,https://bulbapedia.bulbagarden.net/wiki/Sand_Attack_(move),
2c023e30-33d4-444f-951f-498500dbc4a1,Normal,Status,screech,Screech,An earsplitting screech harshly lowers the target's Defense stat.,85,,40,https://bulbapedia.bulbagarden.net/wiki/Screech_(move),
46c3a3c4-577c-4f48-978f-f0d3d73a22e3,Ghost,Physical,shadow-sneak,Shadow Sneak,The user extends its shadow and attacks the target from behind. This move always goes first.,100,40,30,https://bulbapedia.bulbagarden.net/wiki/Shadow_Sneak_(move),
ab521dd3-09cc-4f2e-b56e-14e3e31491d0,Poison,Special,smog,Smog,The target is attacked with a discharge of filthy gases. This may also poison the target.,70,30,20,https://bulbapedia.bulbagarden.net/wiki/Smog_(move),
2b6fea2b-6431-4d87-ae97-ee31b3ff1983,Ghost,Physical,spirit-shackle,Spirit Shackle,The user attacks while simultaneously stitching the target's shadow to the ground to prevent the target from fleeing.,100,80,10,https://bulbapedia.bulbagarden.net/wiki/Spirit_Shackle_(move),
5f260a7d-47cc-48e9-895c-fbb17488f407,Ghost,Status,spite,Spite,The user unleashes its grudge on the move last used by the target by cutting 4 PP from it.,100,,10,https://bulbapedia.bulbagarden.net/wiki/Spite_(move),
ec15aec4-9906-4d5c-882f-07dfabf591e7,Normal,Special,spit-up,Spit Up,"The power stored using the move Stockpile is released at once in an attack. The more power is stored, the greater the move's power.",100,,10,https://bulbapedia.bulbagarden.net/wiki/Spit_Up_(move),
9241a3ae-6a3e-46a9-88ca-5bb36733b097,Normal,Status,stockpile,Stockpile,The user stores power and boosts its Defense and Sp. Def stats. This move can be used up to three times.,,,20,https://bulbapedia.bulbagarden.net/wiki/Stockpile_(move),
22fae562-d4ba-4324-a583-5337695d8964,Bug,Status,string-shot,String Shot,The user blows silk from its mouth that binds opposing Pokémon and harshly lowers their Speed stats.,95,,40,https://bulbapedia.bulbagarden.net/wiki/String_Shot_(move),
c495c067-adca-4768-9a46-6916b62fe088,Bug,Special,struggle-bug,Struggle Bug,The user attacks by struggling against opposing Pokémon. This also lowers their Sp. Atk stats.,100,50,20,https://bulbapedia.bulbagarden.net/wiki/Struggle_Bug_(move),
354c8c63-da40-40dc-8196-4d728f0f3446,Normal,Status,stuff-cheeks,Stuff Cheeks,"The user eats its held Berry, then sharply boosts its Defense stat.",,,10,https://bulbapedia.bulbagarden.net/wiki/Stuff_Cheeks_(move),
52713d41-1240-435e-8714-7785c7f736ff,Grass,Status,stun-spore,Stun Spore,The user scatters a cloud of numbing powder that paralyzes the target.,75,,30,https://bulbapedia.bulbagarden.net/wiki/Stun_Spore_(move),
310f1aa1-0567-4f73-a0bd-1bf3be198981,Dark,Physical,sucker-punch,Sucker Punch,This move enables the user to attack first. This move fails if the target is not readying an attack.,100,70,5,https://bulbapedia.bulbagarden.net/wiki/Sucker_Punch_(move),
fcac853c-7e50-45b5-b0d8-0881a0345a16,Normal,Physical,super-fang,Super Fang,The user chomps hard on the target with its sharp front fangs. This cuts the target's HP in half.,90,,10,https://bulbapedia.bulbagarden.net/wiki/Super_Fang_(move),
a51c008e-2b5f-4cfa-9620-3e17663da197,Fighting,Physical,superpower,Superpower,The user attacks the target with great power. This also lowers the user's Attack and Defense stats.,100,120,5,https://bulbapedia.bulbagarden.net/wiki/Superpower_(move),
d33fa89b-3094-4fa1-b407-4c51514f2557,Normal,Status,supersonic,Supersonic,The user generates odd sound waves from its body that confuse the target.,55,,20,https://bulbapedia.bulbagarden.net/wiki/Supersonic_(move),
721bde9f-6899-4142-9566-26f8402d6837,Water,Special,surf,Surf,The user attacks everything around it by swamping its surroundings with a giant wave.,100,90,15,https://bulbapedia.bulbagarden.net/wiki/Surf_(move),
40a7b4ff-6a0d-40ad-bbb1-c98563c56ff4,Normal,Status,swallow,Swallow,"The power stored using the move Stockpile is absorbed by the user to restore its own HP. The more power is stored, the more HP is restored.",,,10,https://bulbapedia.bulbagarden.net/wiki/Swallow_(move),
5c79968b-4b69-4981-b2da-9ce76df4b213,Normal,Status,sweet-scent,Sweet Scent,The user releases a scent that harshly lowers opposing Pokémon's evasiveness.,100,,20,https://bulbapedia.bulbagarden.net/wiki/Sweet_Scent_(move),
ee58b9a5-4523-4f69-81ae-ac50780fad5d,Normal,Special,swift,Swift,Star-shaped rays are shot at opposing Pokémon. This attack never misses.,,60,20,https://bulbapedia.bulbagarden.net/wiki/Swift_(move),
f4edf7fb-cb0b-4bbb-bf48-ec700a4a3b19,Dark,Status,switcheroo,Switcheroo,The user trades held items with the target faster than the eye can follow.,100,,10,https://bulbapedia.bulbagarden.net/wiki/Switcheroo_(move),
a6c62de7-213c-473e-bcd0-1f5649ace7d7,Grass,Status,synthesis,Synthesis,The user restores its own HP. The amount of HP regained varies with the weather.,,,5,https://bulbapedia.bulbagarden.net/wiki/Synthesis_(move),
d68086ec-c6bc-4300-b5eb-7dd3aab51bb3,Normal,Physical,tackle,Tackle,A physical attack in which the user charges and slams into the target with its whole body.,100,40,35,https://bulbapedia.bulbagarden.net/wiki/Tackle_(move),
f9103342-cb04-4070-941f-c7b82c90634a,Normal,Status,tail-whip,Tail Whip,"The user wags its tail cutely, making opposing Pokémon less wary. This lowers their Defense stats.",100,,30,https://bulbapedia.bulbagarden.net/wiki/Tail_Whip_(move),
83879ef9-565f-43c0-b227-0f5a132c58b0,Normal,Physical,take-down,Take Down,A reckless full-body charge attack for slamming into the target. This also damages the user a little.,85,90,20,https://bulbapedia.bulbagarden.net/wiki/Take_Down_(move),"Take Down inflicts damage, and the user receives recoil damage equal to ¼ of the damage done to the target."
2f4dab49-fb85-4f97-a288-c868ea67f1cb,Dark,Status,taunt,Taunt,The target is taunted into a rage that allows it to use only attack moves for three turns.,100,,20,https://bulbapedia.bulbagarden.net/wiki/Taunt_(move),
180e6c92-5273-4bee-b4d1-5e9ce22eb9cd,Normal,Physical,thrash,Thrash,The user rampages and attacks for two to three turns. The user then becomes confused.,100,120,10,https://bulbapedia.bulbagarden.net/wiki/Thrash_(move),
80bbfa6b-9656-4919-87ff-1bd3dfa36878,Poison,Status,toxic,Toxic,A move that leaves the target badly poisoned. Its poison damage worsens every turn.,90,,10,https://bulbapedia.bulbagarden.net/wiki/Toxic_(move),
ac1ab041-5f34-4b8d-9885-236c5678efeb,Normal,Special,uproar,Uproar,"The user attacks in an uproar for three turns. During that time, no Pokémon can fall asleep.",100,90,10,https://bulbapedia.bulbagarden.net/wiki/Uproar_(move),
a2d3607c-9988-4608-8fef-d8ea08f8f32f,Bug,Physical,u-turn,U-turn,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting.",100,70,20,https://bulbapedia.bulbagarden.net/wiki/U-turn_(move),
9580d20f-67d3-4b6c-8ef3-4b1178619c0a,Bug,Special,venoshock,Venoshock,The user drenches the target in a special poisonous liquid. This move's power is doubled if the target is poisoned.,100,65,10,https://bulbapedia.bulbagarden.net/wiki/Venoshock_(move),
99007412-7f96-4142-a6f1-21019be3aced,Water,Special,water-gun,Watern Gun,The target is blasted with a forceful shot of water.,100,40,25,https://bulbapedia.bulbagarden.net/wiki/Water_Gun_(move),
c37e74c3-3ffa-43dd-be53-8344bbae6e55,Water,Special,water-pulse,Water Pulse,The user attacks the target with a pulsing blast of water. This may also confuse the target.,100,60,20,https://bulbapedia.bulbagarden.net/wiki/Water_Pulse_(move),Confusion 20% Chance
f6111c09-a74a-4947-bf3a-c67b0407aeb3,Normal,Status,whirlwind,Whirlwind,"The target is blown away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.",,,20,https://bulbapedia.bulbagarden.net/wiki/Whirlwind_(move),
