id,unique_name,display_name,description,url,notes
f8476205-0084-467a-930a-9cfef7f02844,shed-skin,Shed Skin,The Pokémon may cure its own status conditions by shedding its skin.,https://bulbapedia.bulbagarden.net/wiki/Shed_Skin_(Ability),"Shed Skin has a 1/3 chance of curing the Pokémon of a non-volatile status condition at the end of each turn, before burn or poison damage is dealt."
95cde3cf-03bd-4fa2-8d45-2209dfe64634,sheer-force,Sheer Force,"Removes any additional effects from the Pokémon's moves, but increases the moves' power.",https://bulbapedia.bulbagarden.net/wiki/Sheer_Force_(Ability),Power +30%
a3e5ba64-8197-454e-9544-33b6ca7b325e,shield-dust,Shield Dust,Protective dust shields the Pokémon from the additional effects of moves.,https://bulbapedia.bulbagarden.net/wiki/Shield_Dust_(Ability),"Pokémon with Shield Dust are unaffected by the additional effects of other Pokémon's damaging moves, including additional effects provided by Poison Touch, Toxic Chain, Stench, King's Rock, and Razor Fang."
6c07400b-c139-4416-9174-9e2de1582042,simple,Simple,Doubles the effects of the Pokémon's stat changes.,https://bulbapedia.bulbagarden.net/wiki/Simple_(Ability),
6715724b-0ac5-4714-b823-84eeb66ac50d,static,Static,The Pokémon is charged with static electricity and may paralyze attackers that make direct contact with it.,https://bulbapedia.bulbagarden.net/wiki/Static_(Ability),"When a Pokémon with this Ability is hit by a move that makes contact, there is a 30% chance that the attacking Pokémon will become paralyzed. This can affect Ground-type Pokémon.\n\nIf a Pokémon with this Ability is hit by a multistrike move that makes contact, each hit has an independent chance to activate this Ability."
ad4cf007-ef5c-4f5c-94c4-71c0c5c76b3f,surge-surfer,Surge Surfer,Doubles the Pokémon's Speed stat on Electric Terrain.,https://bulbapedia.bulbagarden.net/wiki/Surge_Surfer_(Ability),
d8d85df5-a47e-4ecc-a0f7-a5b8a47df868,swarm,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,https://bulbapedia.bulbagarden.net/wiki/Swarm_(Ability),"When a Pokémon with Overgrow uses a Bug-type move, the move's Attack or Special Attack will be increased by 50% if the user has less than or equal to ⅓ of its maximum HP remaining."
17117b86-4008-47bc-868f-951de11a8d7a,sweet-veil,Sweet Veil,Prevents the Pokémon and its allies from falling asleep.,https://bulbapedia.bulbagarden.net/wiki/Sweet_Veil_(Ability),
f1a5e621-6c43-42ea-b9d3-40c6b3097583,swift-swim,Swift Swim,Boosts the Pokémon's Speed stat in rain.,https://bulbapedia.bulbagarden.net/wiki/Swift_Swim_(Ability),×2
5c6f7736-ef91-4f0b-b3d1-c3b66fad5f4c,thick-fat,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",https://bulbapedia.bulbagarden.net/wiki/Thick_Fat_(Ability),"If a Pokémon with Thick Fat is attacked by an Ice- or Fire-type move, the opponent's Attack or Special Attack is reduced by 50% during damage calculation, effectively halving the damage the Pokémon takes."
c5eab299-7c46-419e-b014-c6e6ca1eedac,torrent,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,https://bulbapedia.bulbagarden.net/wiki/Torrent_(Ability),"When a Pokémon with Torrent uses a Water-type move, the move's Attack or Special Attack will be increased by 50% if the user has less than or equal to ⅓ of its maximum HP remaining."
c15f0737-4504-4d4a-aa29-344d761145f0,unaware,Unaware,"When attacking, the Pokémon ignores the target's stat changes.",https://bulbapedia.bulbagarden.net/wiki/Unaware_(Ability),
d505d817-4fd5-4335-a91e-2bbc921eaa97,zen-mode,Zen Mode,Changes the Pokémon's shape when its HP drops to half or less.,https://bulbapedia.bulbagarden.net/wiki/Zen_Mode_(Ability),
d50e7c9e-f903-4cc8-b575-8fbbca2feb49,keen-eye,Keen Eye,The Pokémon's keen eyes prevent its accuracy from being lowered.,https://bulbapedia.bulbagarden.net/wiki/Keen_Eye_(Ability),
caa1fb2a-1413-450c-a9ca-6184dfb5e7ec,vital-spirit,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",https://bulbapedia.bulbagarden.net/wiki/Vital_Spirit_(Ability),
a3e6dce7-170a-400a-998a-ae5cf2438cdc,steadfast,Steadfast,The Pokémon's determination boosts its Speed stat every time it flinches,https://bulbapedia.bulbagarden.net/wiki/Steadfast_(Ability),
92cbd603-63e1-4992-a80d-999eebadbabe,sand-rush,Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,https://bulbapedia.bulbagarden.net/wiki/Sand_Rush_(Ability),
75103ad1-47f0-41d9-958e-add5c0c620ea,no-guard,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,https://bulbapedia.bulbagarden.net/wiki/No_Guard_(Ability),
adbca9b0-0b05-4497-856d-5926c18f4dd4,water-absorb,Water Absorb,"If hit by a Water-type move, the Pokémon has its HP restored instead of taking damage.",https://bulbapedia.bulbagarden.net/wiki/Water_Absorb_(Ability),
2b4b6d62-b174-4970-addb-044b872e2bcf,hydration,Hydration,Cures the Pokémon's status conditions in rain.,https://bulbapedia.bulbagarden.net/wiki/Hydration_(Ability),
87814995-d827-4b62-8311-06e1e124d41c,volt-absorb,Volt Absorb,"If hit by an Electric-type move, the Pokémon has its HP restored instead of taking damage.",https://bulbapedia.bulbagarden.net/wiki/Volt_Absorb_(Ability),
85bec00e-da8a-45ec-bed6-e05857297b78,flash-fire,Flash Fire,"If hit by a Fire-type move, the Pokémon absorbs the flames and uses them to power up its own Fire-type moves.",https://bulbapedia.bulbagarden.net/wiki/Flash_Fire_(Ability),
4d6cd5e7-2a17-4e90-812b-e0b8337ab29b,synchronize,Synchronize,"If the Pokémon is burned, paralyzed, or poisoned by another Pokémon, that Pokémon will be inflicted with the same status condition.",https://bulbapedia.bulbagarden.net/wiki/Synchronize_(Ability),
3f6b5f3d-78ab-4d60-8249-62f66eda68cf,magic-bounce,Magic Bounce,The Pokémon reflects status moves instead of getting hit by them.,https://bulbapedia.bulbagarden.net/wiki/Magic_Bounce_(Ability),
10c0a4c6-0606-40e2-a931-75f1647199f7,chlorophyll,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,https://bulbapedia.bulbagarden.net/wiki/Chlorophyll_(Ability),
95ae762a-5b60-4eee-90d4-3e2775d0170e,leaf-guard,Leaf Guard,Prevents status conditions in harsh sunlight.,https://bulbapedia.bulbagarden.net/wiki/Leaf_Guard_(Ability),
ab055c7f-39cf-4236-8efb-ab2cc417b7ee,ice-body,Ice Body,The Pokémon gradually regains HP in snow.,https://bulbapedia.bulbagarden.net/wiki/Ice_Body_(Ability),
289a0cd7-0588-4900-badb-b27ed1941af8,snow-cloak,Snow Cloak,Boosts the Pokémon's evasiveness in snow.,https://bulbapedia.bulbagarden.net/wiki/Snow_Cloak_(Ability),
0014c8ba-0669-4298-8c35-4a98d7e0f76a,pixilate,Pixilate,Normal-type moves become Fairy-type moves. The power of those moves is boosted a little.,https://bulbapedia.bulbagarden.net/wiki/Pixilate_(Ability),Power +30%
cfc80777-7d8d-44f7-b858-8d760c394788,cute-charm,Cute Charm,The Pokémon may infatuate attackers that make direct contact with it.,https://bulbapedia.bulbagarden.net/wiki/Cute_Charm_(Ability),
8d2d3c86-bcfa-45a3-bcb6-bcd4e468acc6,speed-boost,Speed Boost,The Pokémon's Speed stat is boosted every turn.,https://bulbapedia.bulbagarden.net/wiki/Speed_Boost_(Ability),
023563b1-a177-498c-9e71-7c27ce9e5915,frisk,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",https://bulbapedia.bulbagarden.net/wiki/Frisk_(Ability),
096db9fb-5081-413f-b061-85454e3f9e2e,tinted-lens,Tinted Lens,"The Pokémon can use ""not very effective"" moves to deal regular damage.",https://bulbapedia.bulbagarden.net/wiki/Tinted_Lens_(Ability),
44c70f2c-cb97-468d-930c-e47b7738ba22,pressure,Pressure,"Puts other Pokémon under pressure, causing them to expend more PP to use their moves.",https://bulbapedia.bulbagarden.net/wiki/Pressure_(Ability),
81d2c365-e698-43c1-bff6-005accc80433,unnerve,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,https://bulbapedia.bulbagarden.net/wiki/Unnerve_(Ability),
068735dc-db5a-4f5f-b8fd-8c9254169640,technician,Technician,Powers up weak moves so the Pokémon can deal more damage with them,https://bulbapedia.bulbagarden.net/wiki/Technician_(Ability),
2694a257-0248-49ef-a231-e5b958a543b3,light-metal,Light Metal,Halves the Pokémon's weight.,https://bulbapedia.bulbagarden.net/wiki/Light_Metal_(Ability),
6c775946-323c-4849-bf6f-acbc6a24ce5c,sharpness,Sharpness,Powers up slicing moves.,https://bulbapedia.bulbagarden.net/wiki/Sharpness_(Ability),
2eb47420-c778-4eda-b584-f52d4e9e864f,tough-claws,Tough Claws,Powers up moves that make direct contact.,https://bulbapedia.bulbagarden.net/wiki/Tough_Claws_(Ability),
e436cd2d-d7f0-4cbe-a031-cd7da4a30305,limber,Limber,The Pokémon's limber body prevents it from being paralyzed.,https://bulbapedia.bulbagarden.net/wiki/Limber_(Ability),
6f660fd1-8f42-4f33-9062-f7bc63bb8763,imposter,Imposter,The Pokémon transforms itself into the Pokémon it's facing.,https://bulbapedia.bulbagarden.net/wiki/Imposter_(Ability),
